JobSat,Age,YearsCodePro,ConvertedComp,WorkWeekHrs,EdLevel
4,36.0,18.0,58881.0,40.0,other
4,34.0,10.0,111220.0,40.0,other
4,27.0,0.0,35028.0,38.0,Master
5,35.0,6.0,120000.0,32.0,Master
4,20.0,2.0,10308.0,37.10531914893617,other
1,56.0,34.0,38772.0,50.0,Doctoral
2,30.0,8.0,116333.0,50.0,Master
4,25.0,5.0,6192.0,8.0,Bachelor
2,38.0,13.0,10308.0,15.0,other
4,36.0,13.0,52339.0,37.0,Bachelor
3,47.0,20.0,71966.0,37.5,Doctoral
4,30.0,2.0,84019.0,40.0,Doctoral
4,34.0,11.0,39876.0,38.0,Doctoral
3,37.0,13.0,85051.0,60.0,Bachelor
4,43.0,21.0,58881.0,40.0,Bachelor
3,44.0,24.0,75669.0,40.0,Bachelor
5,33.0,10.0,68748.0,40.0,Doctoral
4,30.0,6.0,23376.0,30.0,Bachelor
4,31.0,5.0,57287.0,40.0,other
5,24.0,0.0,45241.0,40.0,Master
2,39.0,21.0,51704.0,32.0,other
4,30.0,11.0,27492.0,40.0,other
5,27.0,6.0,25944.0,36.0,Bachelor
4,48.0,20.0,54049.0,45.0,Master
5,33.0,2.0,79057.0,42.0,Doctoral
2,44.0,23.0,65043.0,37.5,Bachelor
1,40.0,3.0,52248.0,37.5,Master
3,54.0,29.0,63240.0,40.0,Master
5,26.0,5.0,68748.0,60.0,other
4,28.0,10.0,20628.0,39.5936329588015,Bachelor
5,32.0,2.0,45797.0,37.0,other
5,33.0,11.0,68705.0,40.0,Master
4,40.0,21.0,71966.0,36.0,Bachelor
3,24.0,4.0,37810.0,37.0,other
5,24.0,3.0,41244.0,38.0,other
5,37.0,15.0,109992.0,50.0,Bachelor
5,42.0,23.0,52339.0,70.0,other
4,26.0,1.0,34352.0,40.0,Bachelor
4,23.0,4.0,5832.0,10.0,other
2,57.0,33.0,174500.0,40.0,Doctoral
4,32.0,10.0,59454.0,35.0,Bachelor
1,26.0,3.0,28650.0,40.0,Bachelor
4,34.0,10.0,39996.0,35.0,Master
1,33.0,6.0,85362.0,55.0,Master
1,28.0,4.0,32315.0,37.0,Master
4,35.0,18.0,114460.0,50.0,Bachelor
2,36.0,20.0,109992.0,30.0,Master
5,25.0,0.0,44320.0,40.0,Master
5,50.0,25.0,45797.0,40.0,Bachelor
4,27.0,3.0,33000.0,40.0,Master
5,26.0,3.0,66796.0,35.0,other
4,34.0,8.0,51559.0,50.0,other
5,32.0,9.0,121010.0,30.0,Bachelor
5,22.0,3.0,19452.0,35.0,Bachelor
5,24.0,4.0,36664.0,40.0,Bachelor
5,28.0,4.0,43239.0,50.0,Master
4,33.0,10.0,51910.0,35.0,Bachelor
5,30.0,4.0,56490.0,40.0,Master
5,28.0,7.0,103117.0,50.0,Bachelor
1,37.0,15.0,35132.0,32.0,Bachelor
5,52.0,26.0,111341.0,40.0,Master
4,30.0,9.0,114575.0,40.0,Bachelor
5,21.0,5.0,37810.0,40.0,other
4,37.0,17.0,75669.0,38.0,other
1,24.0,8.0,49496.0,40.0,other
5,57.0,37.0,137490.0,40.0,Master
3,30.0,8.0,48768.0,40.0,Doctoral
5,28.0,5.0,67021.0,40.0,Master
5,32.0,3.0,38916.0,35.0,Master
5,25.0,2.0,6876.0,25.0,Bachelor
4,25.0,4.0,34368.0,40.0,Bachelor
4,27.0,6.0,32316.0,36.0,Bachelor
5,22.0,2.0,34020.0,48.0,Bachelor
4,41.0,15.0,70264.0,40.0,Doctoral
2,39.0,15.0,129259.0,42.0,Bachelor
4,39.0,17.0,15696.0,40.0,Master
2,30.0,6.0,49500.0,40.0,Master
5,33.0,15.0,78508.0,40.0,other
4,31.0,4.0,77831.0,38.0,Bachelor
5,38.0,20.0,47330.0,40.0,other
2,37.0,18.0,45799.0,42.0,other
5,26.0,7.0,17184.0,40.0,Master
1,34.0,5.0,60492.0,35.0,Doctoral
4,24.0,2.0,45241.0,40.0,Bachelor
2,27.0,3.0,18564.0,30.0,Master
2,23.0,3.0,31128.0,40.0,Bachelor
4,36.0,11.0,58368.0,16.0,Master
5,50.0,19.0,64630.0,70.0,Master
1,52.0,31.0,46533.0,38.0,Bachelor
3,33.0,7.0,60103.0,40.0,Master
2,29.0,5.0,51888.0,40.0,other
3,28.0,4.0,54302.0,45.0,Bachelor
5,31.0,12.0,35289.0,35.0,Master
2,34.0,10.0,89368.0,43.0,Bachelor
2,39.0,12.0,41247.0,39.0,Bachelor
5,27.0,7.0,74474.0,45.0,Master
4,31.0,4.0,65424.0,37.5,Master
4,32.0,9.0,71966.0,20.0,Doctoral
4,40.0,12.0,100826.0,40.13716814159292,Bachelor
4,32.0,6.0,64859.0,40.0,Master
4,61.0,15.0,25944.0,40.0,other
4,36.0,10.0,85063.0,45.0,Master
4,39.0,15.0,25852.0,37.0,other
4,59.0,40.0,76339.0,40.0,Bachelor
2,29.0,4.0,82897.0,40.0,Master
2,29.0,4.0,65424.0,35.0,Master
5,23.0,2.0,21952.0,40.0,Master
2,30.0,6.0,33000.0,39.0,Master
5,26.0,0.0,95097.0,40.0,Master
2,33.0,6.0,55716.0,40.0,Master
5,38.0,12.0,65424.0,40.0,Bachelor
4,53.0,15.0,39696.0,30.0,other
1,30.0,4.0,66000.0,35.0,Bachelor
1,52.0,23.0,43239.0,32.0,other
4,33.0,3.0,71093.0,35.0,Doctoral
2,26.0,10.0,85931.0,60.0,other
4,25.0,2.0,45803.0,45.0,Master
2,35.0,7.0,57254.0,40.0,Master
4,44.0,9.0,91593.0,48.0,other
5,32.0,15.0,103117.0,40.0,Doctoral
1,33.0,4.0,45830.0,41.0,other
5,30.0,2.0,51704.0,50.0,Bachelor
4,29.0,7.0,85397.0,40.0,Bachelor
5,41.0,26.0,193900.0,40.0,Bachelor
4,22.0,4.0,47563.0,39.0,Bachelor
5,35.0,13.0,183300.0,40.0,other
2,37.0,17.0,99991.0,45.0,other
5,32.0,5.0,45396.0,38.0,Master
4,21.0,3.0,56700.0,40.0,other
5,43.0,13.0,118908.0,43.0,Doctoral
4,37.0,10.0,68745.0,32.0,Master
2,27.0,0.0,74970.0,30.0,Bachelor
4,29.0,3.0,58373.0,46.0,Master
4,29.0,8.0,109871.0,40.0,Bachelor
5,44.0,20.0,61071.0,55.0,Bachelor
2,34.0,10.0,83640.0,40.0,Master
4,22.0,2.0,10308.0,15.0,other
4,34.0,6.0,80202.0,37.5,Master
4,27.0,4.0,19248.0,20.0,Bachelor
5,33.0,8.0,42624.0,40.0,Master
5,31.0,7.0,98135.0,50.0,Master
3,35.0,13.0,114575.0,40.0,Master
4,23.0,0.0,37810.0,36.5,Master
1,35.0,15.0,86619.0,39.0,Master
5,47.0,23.0,82488.0,40.0,Master
4,41.0,15.0,64859.0,40.0,other
4,28.0,6.0,41244.0,41.0,Bachelor
3,23.0,2.0,45834.0,40.0,other
4,49.0,19.0,60535.0,32.0,Master
5,29.0,6.0,46752.0,40.0,Bachelor
4,34.0,10.0,30252.0,40.0,Doctoral
4,20.0,1.0,3800.0,5.0,other
4,38.0,21.0,62045.0,60.0,Bachelor
4,38.0,12.0,100000.0,30.0,other
2,32.0,3.0,68745.0,8.0,Doctoral
5,35.0,0.0,50196.0,38.0,other
4,36.0,4.0,38260.0,37.5,other
5,26.0,9.0,179231.0,40.0,Bachelor
5,33.0,8.0,52339.0,35.0,Bachelor
3,35.0,3.0,59459.0,38.0,Bachelor
4,28.0,10.0,45797.0,37.25,Master
5,22.0,3.0,43672.0,40.0,other
5,25.0,6.0,44100.0,40.0,other
5,22.0,1.0,30252.0,40.0,other
2,32.0,9.0,78508.0,45.0,other
4,44.0,6.0,15564.0,40.0,other
3,23.0,3.0,32712.0,40.0,Bachelor
5,28.0,8.0,57287.0,46.0,Bachelor
4,27.0,2.0,37946.0,37.5,other
5,59.0,35.0,103117.0,45.0,Master
2,20.0,3.0,32424.0,32.0,other
4,31.0,9.0,34372.0,40.0,Bachelor
2,34.0,5.0,48120.0,40.0,Master
5,32.0,3.0,68745.0,39.0,Doctoral
4,27.0,4.0,52942.0,40.0,Bachelor
5,29.0,8.0,52248.0,40.0,other
3,29.0,7.0,51429.0,40.0,Bachelor
5,29.0,7.0,31128.0,42.0,other
2,25.0,4.0,40070.0,37.0,Bachelor
5,54.0,31.0,70068.0,45.0,Master
5,39.0,17.0,72522.0,45.0,Bachelor
2,35.0,11.0,68748.0,40.0,Doctoral
5,28.0,6.0,58368.0,50.0,Master
5,34.0,8.0,51888.0,28.0,Master
5,31.0,5.0,103820.0,40.0,Master
4,44.0,18.0,61071.0,40.0,other
1,40.0,13.0,37128.0,25.0,Bachelor
4,40.0,11.0,48121.0,42.0,other
5,33.0,10.0,92964.0,50.0,Master
5,27.0,5.0,63778.0,50.0,other
5,58.0,25.0,54288.0,30.0,Doctoral
5,29.0,4.0,41077.0,38.0,Master
5,22.0,0.0,48121.0,40.0,Master
4,51.0,7.0,142992.0,37.0,Doctoral
5,24.0,7.0,38607.0,40.0,other
5,45.0,15.0,58881.0,40.0,Master
5,56.0,30.0,64859.0,30.0,other
2,33.0,6.0,57287.0,40.0,Doctoral
5,34.0,8.0,42804.0,50.0,Bachelor
3,31.0,12.0,47270.0,35.5,other
1,36.0,17.0,129718.0,50.0,Master
3,30.0,3.0,59676.0,40.0,Bachelor
5,26.0,3.0,68507.0,40.0,Master
5,25.0,7.0,114575.0,40.0,other
1,29.0,7.0,84019.0,42.0,Bachelor
3,36.0,17.0,157020.0,35.0,Master
4,26.0,5.0,61704.0,35.0,Bachelor
4,50.0,7.0,75669.0,40.784946236559136,Master
5,24.0,4.0,39876.0,45.0,Bachelor
4,29.0,3.0,82380.0,45.0,Master
5,25.0,4.0,38778.0,35.0,other
5,25.0,1.0,29730.0,40.0,Master
4,31.0,6.0,96173.0,35.0,Master
5,32.0,10.0,74474.0,40.0,Master
3,32.0,7.0,65308.0,40.0,Master
4,42.0,6.0,35900.0,40.0,Master
5,57.0,35.0,139918.0,46.0,Bachelor
4,32.0,3.0,52248.0,40.0,Master
5,21.0,0.0,11004.0,37.10531914893617,other
5,25.0,2.0,50413.0,45.0,Master
4,44.0,13.0,68705.0,40.0,Master
4,33.0,12.0,91883.0,40.0,Master
2,58.0,8.0,36193.0,37.0,Master
4,25.0,0.0,39876.0,38.0,Master
5,30.0,7.0,39876.0,40.0,Master
5,22.0,5.0,44688.0,35.0,Bachelor
5,27.0,6.0,88223.0,39.38520408163265,Master
3,33.0,16.0,77911.0,40.0,other
3,23.0,2.0,49068.0,40.0,Bachelor
4,44.0,10.0,38496.0,45.0,Master
5,46.0,22.0,74474.0,35.0,other
4,36.0,9.0,103369.0,52.0,Master
4,25.0,2.0,34372.0,40.0,Master
3,25.0,9.0,171862.0,70.0,other
3,26.0,3.0,68068.0,40.0,Master
5,42.0,25.0,155664.0,70.0,other
4,28.0,3.0,24648.0,45.0,other
4,39.0,10.0,68748.0,40.0,Bachelor
4,26.0,5.0,39876.0,40.0,other
4,31.0,0.0,41247.0,40.0,Bachelor
2,30.0,10.0,56723.0,40.0,Master
5,37.0,12.0,61872.0,40.0,Master
5,26.0,4.0,70264.0,38.0,other
5,47.0,29.0,83640.0,42.0,other
5,28.0,3.0,54480.0,45.0,Master
4,33.0,13.0,64162.0,36.0,other
2,57.0,35.0,62045.0,38.0,Master
5,28.0,2.0,35547.0,32.0,other
2,36.0,12.0,179900.0,40.0,Master
4,32.0,8.0,67178.0,50.0,Bachelor
5,49.0,2.0,55130.0,38.0,Bachelor
4,31.0,6.0,67021.0,40.0,Bachelor
4,38.0,10.0,39254.0,39.5,other
4,47.0,22.0,95423.0,50.0,Bachelor
1,43.0,13.0,52186.0,50.0,other
5,48.0,28.0,116333.0,32.0,Doctoral
4,39.0,10.0,64888.0,37.5,Doctoral
2,36.0,6.0,50376.0,37.0,other
5,40.0,21.0,82064.0,50.0,other
5,31.0,7.0,168037.0,45.0,Master
4,30.0,10.0,68745.0,40.0,Bachelor
5,25.0,3.0,47105.0,40.0,Master
4,22.0,3.0,33240.0,40.0,Bachelor
4,24.0,1.0,27492.0,40.0,Master
4,26.0,1.0,46976.0,42.0,Master
5,24.0,2.0,19608.0,38.55821205821206,Bachelor
5,53.0,30.0,107950.0,35.0,Master
4,59.0,24.0,81074.0,40.0,Doctoral
5,36.0,15.0,58368.0,40.0,Bachelor
2,26.0,5.0,30744.0,37.5,Bachelor
4,41.0,17.0,56874.0,37.5,Master
5,26.0,2.0,34368.0,25.0,Master
5,26.0,2.0,35400.0,35.0,Master
5,30.0,3.0,57744.0,37.5,Bachelor
2,27.0,7.0,28872.0,40.0,other
1,46.0,22.0,55582.0,38.0,Bachelor
5,25.0,1.0,6192.0,10.0,Bachelor
4,46.0,21.0,68068.0,45.0,Bachelor
2,24.0,4.0,68745.0,55.0,other
3,30.0,7.0,74474.0,40.0,Bachelor
2,26.0,5.0,28105.0,38.0,Bachelor
5,55.0,12.0,61872.0,40.0,Bachelor
5,31.0,5.0,68748.0,35.0,Doctoral
4,27.0,5.0,68068.0,40.0,Master
3,44.0,16.0,59454.0,40.0,Master
2,21.0,2.0,22620.0,37.0,Bachelor
5,23.0,7.0,5364.0,8.0,Bachelor
2,22.0,3.0,20760.0,38.55821205821206,Master
5,57.0,20.0,75619.0,45.0,Bachelor
3,51.0,20.0,83742.0,50.0,Bachelor
4,23.0,0.0,13752.0,35.0,Bachelor
4,28.0,3.0,45797.0,37.5,Master
5,43.0,22.0,63240.0,40.47211895910781,Master
2,32.0,7.0,75348.0,50.0,Master
3,64.0,35.0,90000.0,40.0,Bachelor
2,55.0,25.0,134773.0,38.0,Master
1,25.0,3.0,80202.0,50.0,Master
5,36.0,1.0,68068.0,50.0,Doctoral
5,29.0,5.0,63016.0,40.0,Master
5,28.0,6.0,45396.0,40.0,Master
5,30.0,8.0,58881.0,7.0,Bachelor
5,25.0,3.0,37128.0,40.0,Master
3,25.0,3.0,68745.0,40.0,Bachelor
5,21.0,2.0,72426.0,38.0,Bachelor
2,35.0,7.0,54996.0,39.0,Master
5,25.0,2.0,48644.0,40.0,Bachelor
5,32.0,6.0,67368.0,7.0,Master
1,43.0,20.0,64859.0,40.0,other
2,31.0,5.0,44684.0,45.0,Bachelor
1,26.0,6.0,98135.0,40.0,Bachelor
2,35.0,10.0,41244.0,30.0,Master
1,27.0,5.0,60492.0,40.0,Master
3,31.0,12.0,57254.0,48.0,other
5,33.0,10.0,68102.0,40.0,Master
4,23.0,1.0,71093.0,35.0,Bachelor
4,26.0,10.0,58433.0,40.0,other
4,34.0,10.0,63016.0,40.0,Bachelor
4,25.0,2.0,54049.0,36.0,Master
4,47.0,26.0,65424.0,20.0,Doctoral
2,25.0,3.0,27240.0,35.0,Master
1,29.0,4.0,60844.0,42.0,Doctoral
5,47.0,20.0,171862.0,65.0,Master
5,28.0,6.0,90482.0,40.0,Master
5,32.0,5.0,14268.0,25.0,Bachelor
3,34.0,7.0,89364.0,40.0,Bachelor
4,52.0,25.0,105000.0,40.0,other
3,29.0,2.0,32826.0,35.0,Bachelor
3,33.0,10.0,52339.0,40.0,Master
5,26.0,2.0,38778.0,45.0,Master
5,26.0,8.0,55836.0,20.0,other
4,26.0,8.0,2617.0,58.0,other
4,33.0,10.0,64860.0,40.0,Doctoral
5,36.0,10.0,57287.0,40.13716814159292,Master
5,38.0,11.0,73328.0,40.0,Master
4,27.0,4.0,40563.0,37.5,Master
4,40.0,24.0,78500.0,40.0,Bachelor
1,23.0,6.0,54767.0,40.0,Bachelor
4,26.0,2.0,37291.0,40.0,other
3,32.0,13.0,152677.0,45.0,Bachelor
5,38.0,3.0,48167.0,35.0,Doctoral
2,26.0,5.0,32676.0,40.0,Master
5,24.0,11.0,163559.0,39.91538461538462,other
4,45.0,12.0,91660.0,40.0,Doctoral
3,23.0,2.0,47712.0,37.5,Bachelor
5,23.0,2.0,27444.0,38.0,Bachelor
5,35.0,11.0,73274.0,40.0,other
5,33.0,10.0,64859.0,45.0,other
4,28.0,6.0,48121.0,40.0,other
1,62.0,32.0,65424.0,40.0,Master
3,26.0,5.0,43992.0,40.0,Bachelor
4,28.0,4.0,23928.0,38.0,Master
5,41.0,14.0,40101.0,20.0,Bachelor
5,27.0,4.0,71093.0,40.0,Master
3,24.0,4.0,37800.0,39.0,Master
1,42.0,21.0,77556.0,37.5,other
2,28.0,6.0,54132.0,30.0,Master
4,27.0,2.0,45830.0,40.0,Bachelor
5,35.0,15.0,83010.0,39.0,Master
5,21.0,3.0,4536.0,7.0,Bachelor
4,29.0,3.0,66453.0,40.0,Master
2,34.0,4.0,45797.0,45.0,Bachelor
4,35.0,6.0,59454.0,40.0,Master
2,23.0,0.0,27144.0,42.0,Master
5,22.0,1.0,46533.0,40.0,Bachelor
4,28.0,0.0,58892.0,40.0,Master
1,23.0,2.0,30604.0,45.0,Bachelor
4,50.0,23.0,51888.0,36.0,Master
2,32.0,9.0,32429.0,30.0,Master
5,25.0,3.0,109871.0,50.0,Master
5,45.0,16.0,79128.0,38.0,Doctoral
5,28.0,8.0,75619.0,45.0,Master
4,27.0,3.0,51564.0,70.0,other
3,25.0,3.0,35672.0,40.0,Master
4,52.0,21.0,82494.0,40.0,Bachelor
4,32.0,6.0,38496.0,40.0,Master
5,39.0,5.0,54480.0,40.0,Master
2,35.0,10.0,68745.0,39.0,Master
3,49.0,28.0,64162.0,50.0,other
3,31.0,11.0,30252.0,35.0,Doctoral
2,30.0,4.0,46752.0,40.0,Bachelor
2,49.0,25.0,19452.0,40.0,other
4,30.0,6.0,54049.0,50.0,Bachelor
4,47.0,21.0,62697.0,50.0,Doctoral
5,24.0,1.0,41077.0,40.0,Master
3,44.0,20.0,45797.0,38.75,Bachelor
2,34.0,3.0,41363.0,45.0,other
1,26.0,5.0,54996.0,40.0,Bachelor
3,27.0,1.0,38916.0,35.0,Master
4,24.0,1.0,44488.0,40.0,Master
2,31.0,6.0,64859.0,39.5936329588015,Master
1,31.0,5.0,78508.0,40.0,Bachelor
4,30.0,2.0,21984.0,25.0,Bachelor
5,46.0,5.0,37485.0,37.0,other
2,31.0,2.0,49176.0,42.0,Master
4,33.0,2.0,39254.0,40.0,Bachelor
5,34.0,10.0,82494.0,42.0,Master
4,29.0,4.0,39876.0,40.0,Master
2,27.0,1.0,38194.0,45.0,other
4,37.0,20.0,72426.0,55.0,Doctoral
4,29.0,1.0,68745.0,40.0,Master
4,50.0,21.0,105347.0,40.0,Bachelor
2,31.0,11.0,79993.0,35.0,Bachelor
5,36.0,15.0,65424.0,40.0,Bachelor
3,40.0,22.0,52993.0,40.0,Bachelor
5,32.0,8.0,145932.0,40.0,Master
4,32.0,4.0,25944.0,38.0,Master
5,21.0,3.0,41244.0,40.0,other
4,27.0,4.0,61616.0,43.0,Bachelor
1,26.0,11.0,45142.0,37.0,Bachelor
4,29.0,3.0,32712.0,37.5,Doctoral
5,40.0,16.0,90758.0,40.0,Doctoral
2,35.0,10.0,68068.0,40.0,Doctoral
2,35.0,14.0,121070.0,45.0,Bachelor
4,37.0,4.0,90482.0,45.0,Master
4,36.0,19.0,61872.0,55.0,Doctoral
4,44.0,20.0,114508.0,40.0,Master
4,32.0,3.0,44724.0,37.0,Bachelor
4,29.0,6.0,76339.0,37.5,Bachelor
5,31.0,11.0,71093.0,38.0,Bachelor
2,50.0,30.0,13085.0,50.0,Bachelor
5,36.0,10.0,64620.0,40.0,Master
5,38.0,7.0,64162.0,45.0,Bachelor
5,30.0,14.0,71966.0,35.0,Bachelor
5,26.0,3.0,64287.0,35.0,Bachelor
4,25.0,2.0,68745.0,38.85731132075472,Master
5,33.0,13.0,68745.0,45.0,other
4,25.0,9.0,52339.0,37.5,Bachelor
4,64.0,33.0,77832.0,48.0,Doctoral
5,49.0,23.0,66156.0,32.0,Doctoral
5,35.0,2.0,32424.0,36.0,Master
4,32.0,8.0,59579.0,40.0,Master
5,29.0,7.0,48000.0,39.38520408163265,Bachelor
4,25.0,3.0,19452.0,13.0,Bachelor
4,38.0,13.0,103117.0,26.0,Master
4,35.0,15.0,171862.0,50.0,Master
5,29.0,8.0,57468.0,40.0,Master
1,21.0,3.0,25944.0,20.0,other
4,23.0,2.0,30744.0,37.5,Bachelor
5,33.0,10.0,59454.0,40.0,other
4,31.0,3.0,57287.0,40.0,Bachelor
4,28.0,2.0,52704.0,38.5,Master
5,31.0,7.0,37291.0,39.0,Bachelor
1,31.0,4.0,30935.0,30.0,Master
5,56.0,28.0,54996.0,50.0,Doctoral
5,28.0,5.0,45379.0,20.0,Master
4,40.0,12.0,118908.0,40.0,Doctoral
4,39.0,15.0,86220.0,35.0,Master
5,28.0,1.0,42418.0,8.0,Doctoral
5,33.0,6.0,67485.0,40.0,Doctoral
5,34.0,11.0,70995.0,37.0,Bachelor
4,55.0,40.0,45396.0,40.0,other
2,36.0,7.0,110000.0,35.0,Master
5,44.0,20.0,46451.0,40.0,Master
4,24.0,2.0,49620.0,40.0,Bachelor
4,24.0,6.0,41244.0,14.0,Bachelor
2,43.0,8.0,64630.0,40.0,Bachelor
4,39.0,19.0,82155.0,40.0,Doctoral
2,32.0,2.0,59454.0,40.0,Master
2,23.0,5.0,45830.0,35.0,Master
1,38.0,8.0,54049.0,40.0,other
5,25.0,3.0,56211.0,40.0,Bachelor
5,24.0,1.0,39254.0,40.0,other
4,33.0,13.0,76339.0,35.0,Bachelor
4,42.0,20.0,78508.0,50.0,Doctoral
4,33.0,3.0,57287.0,40.0,Bachelor
5,31.0,6.0,90482.0,40.0,Master
4,32.0,8.0,65940.0,38.0,Master
4,29.0,7.0,91660.0,35.0,Master
5,38.0,15.0,84019.0,45.0,Bachelor
4,38.0,2.0,48121.0,39.0,other
5,29.0,8.0,80202.0,45.0,Bachelor
4,25.0,2.0,45401.0,45.0,Bachelor
5,31.0,15.0,51559.0,40.0,other
4,41.0,11.0,72966.0,40.0,Master
5,45.0,21.0,35879.0,40.0,Bachelor
5,30.0,6.0,64860.0,45.0,Doctoral
1,48.0,7.0,83972.0,30.0,other
5,22.0,0.0,36432.0,39.0,Master
5,23.0,2.0,41363.0,38.0,Bachelor
4,29.0,5.0,12972.0,20.0,other
1,26.0,1.0,49722.0,37.5,Master
2,30.0,5.0,82680.0,30.0,Master
5,33.0,10.0,91660.0,45.0,Doctoral
2,36.0,11.0,61870.0,45.0,Bachelor
4,29.0,5.0,122796.0,40.0,Master
1,59.0,28.0,45396.0,40.0,Master
2,30.0,6.0,54289.0,45.0,Bachelor
4,29.0,8.0,75669.0,45.0,Master
3,36.0,20.0,63016.0,38.0,Doctoral
2,27.0,8.0,48121.0,40.0,Bachelor
5,24.0,5.0,38916.0,40.0,other
4,35.0,9.0,57292.0,40.12162162162162,Master
5,36.0,5.0,70264.0,40.0,Doctoral
5,22.0,2.0,49212.0,40.0,other
5,39.0,10.0,48120.0,38.0,other
4,50.0,20.0,36432.0,40.0,other
5,22.0,4.0,54996.0,39.0,Bachelor
4,28.0,5.0,19627.0,40.0,Master
4,28.0,2.0,19248.0,45.0,other
4,31.0,2.0,46752.0,39.0,Master
4,30.0,7.0,98135.0,37.0,Master
4,38.0,10.0,28872.0,35.0,Master
4,27.0,2.0,54455.0,37.0,Master
5,32.0,12.0,84019.0,40.0,Master
4,29.0,9.0,59454.0,36.0,other
5,25.0,2.0,41077.0,40.0,other
4,32.0,2.0,11350.0,12.0,Bachelor
4,30.0,5.0,47023.0,40.0,Master
4,38.0,10.0,34368.0,35.0,Doctoral
4,23.0,5.0,52339.0,39.0,other
5,52.0,32.0,85931.0,40.0,other
4,39.0,18.0,77832.0,40.0,other
5,25.0,2.0,57287.0,38.0,Master
4,28.0,2.0,36637.0,30.0,Master
4,28.0,9.0,53647.0,37.0,other
4,25.0,1.0,37485.0,37.0,Master
5,50.0,23.0,130847.0,50.0,Master
5,23.0,0.0,41244.0,45.0,Master
5,35.0,10.0,137409.0,40.0,other
4,39.0,20.0,58167.0,40.0,other
4,35.0,16.0,34356.0,40.0,Bachelor
4,27.0,5.0,34368.0,38.0,Bachelor
2,25.0,1.0,50806.0,40.0,Master
4,46.0,16.0,71601.0,30.0,other
4,20.0,0.0,24207.0,35.0,other
4,26.0,3.0,16500.0,40.0,Bachelor
4,59.0,30.0,86478.0,40.0,Master
4,29.0,7.0,17604.0,20.0,Bachelor
4,26.0,3.0,40537.0,35.0,Master
4,27.0,8.0,164988.0,32.0,other
5,35.0,9.0,80202.0,55.0,Doctoral
2,36.0,3.0,68748.0,45.0,Doctoral
5,30.0,5.0,77911.0,40.0,Bachelor
5,23.0,1.0,23232.0,32.0,Bachelor
2,28.0,4.0,35748.0,38.0,Master
4,52.0,31.0,99240.0,40.0,other
5,45.0,18.0,86478.0,39.0,Doctoral
4,35.0,11.0,68745.0,40.0,Master
4,39.0,20.0,69349.0,37.5,Master
4,33.0,14.0,74474.0,38.0,Bachelor
4,44.0,20.0,90482.0,35.0,Bachelor
4,28.0,2.0,30216.0,35.0,Master
2,62.0,15.0,80202.0,45.0,Master
1,50.0,23.0,171862.0,40.0,other
5,23.0,1.0,34675.0,42.5,Bachelor
2,29.0,8.0,56490.0,23.0,Bachelor
4,21.0,2.0,11004.0,35.0,Master
5,32.0,5.0,61071.0,40.0,Doctoral
5,41.0,19.0,58373.0,40.0,Master
4,46.0,20.0,116748.0,70.0,Master
4,49.0,4.0,45379.0,35.0,other
3,28.0,1.0,54956.0,50.0,Bachelor
5,25.0,2.0,41871.0,37.5,Master
4,31.0,8.0,120304.0,40.0,Doctoral
1,44.0,20.0,113503.0,50.0,Bachelor
5,24.0,1.0,49296.0,38.0,Master
4,32.0,10.0,129718.0,36.0,Bachelor
5,29.0,2.0,56264.0,40.0,Bachelor
4,39.0,15.0,90804.0,40.0,Master
4,31.0,8.0,38349.0,30.0,Master
5,21.0,1.0,45803.0,37.5,other
5,29.0,4.0,54996.0,45.0,Master
5,22.0,4.0,31403.0,37.5,Bachelor
5,28.0,5.0,77556.0,38.0,Master
5,24.0,2.0,58881.0,45.0,Bachelor
5,24.0,0.0,31776.0,40.0,Master
1,56.0,35.0,74474.0,40.0,Master
4,20.0,3.0,6192.0,20.0,other
4,35.0,12.0,81074.0,40.0,Bachelor
3,25.0,6.0,41247.0,40.0,other
4,34.0,2.0,72182.0,45.0,Master
4,34.0,11.0,68748.0,45.0,Master
4,38.0,20.0,97288.0,40.0,Doctoral
4,38.0,8.0,24744.0,30.0,other
2,42.0,8.0,113503.0,40.0,other
5,27.0,4.0,43992.0,40.0,Master
5,52.0,30.0,92340.0,32.0,Bachelor
1,29.0,6.0,45797.0,37.5,Bachelor
4,34.0,9.0,85931.0,40.0,Doctoral
4,26.0,7.0,65308.0,46.0,Bachelor
2,26.0,2.0,22680.0,36.0,Bachelor
5,22.0,0.0,32062.0,40.0,other
5,38.0,14.0,34368.0,40.0,Doctoral
3,26.0,3.0,39600.0,40.0,Master
5,29.0,1.0,40101.0,32.0,Bachelor
4,40.0,20.0,80202.0,40.0,other
5,31.0,5.0,71609.0,40.0,Doctoral
5,55.0,37.0,104202.0,50.0,Bachelor
5,40.0,15.0,82488.0,32.0,Master
4,39.0,2.0,137484.0,40.0,Bachelor
1,37.0,15.0,12.0,40.0,other
5,21.0,6.0,45241.0,37.5,other
3,30.0,8.0,43948.0,35.0,Doctoral
2,30.0,4.0,54964.0,40.0,Bachelor
5,48.0,14.0,48648.0,30.0,other
5,44.0,19.0,91660.0,40.0,other
5,28.0,2.0,91606.0,40.0,Doctoral
1,30.0,7.0,45241.0,40.0,Bachelor
3,27.0,7.0,49160.0,35.0,Master
2,26.0,3.0,52968.0,40.0,Bachelor
5,45.0,8.0,32062.0,40.0,Doctoral
2,39.0,1.0,36324.0,40.0,Master
5,37.0,14.0,73274.0,40.0,Bachelor
