JobSat,Age,YearsCodePro,ConvertedComp,WorkWeekHrs,EdLevel
3,29.0,8.0,155111.0,50.0,Bachelor
4,26.0,2.0,68745.0,40.0,Master
5,33.0,3.9950248756218905,126032.0,15.0,Master
5,24.0,2.0,23782.0,4.0,Bachelor
5,51.0,20.0,74474.0,45.0,Master
5,64.0,38.0,131761.0,32.0,Master
5,55.0,26.0,86478.0,32.0,Master
4,29.0,1.0,57744.0,50.0,Master
2,56.0,30.0,64859.0,40.0,Master
2,23.0,4.0,25440.0,40.0,Master
2,38.0,8.0,56264.0,40.0,Master
5,57.0,25.0,71093.0,45.0,other
5,58.0,25.0,162147.0,70.0,Master
5,31.0,9.0,54996.0,30.0,Bachelor
5,25.0,1.0,43992.0,40.0,Master
5,61.0,40.0,51704.0,20.0,Bachelor
5,39.0,20.0,81074.0,40.0,Master
5,30.0,5.0,66453.0,35.0,Master
4,34.0,11.0,80202.0,8.0,Master
4,31.0,11.0,75771.0,41.0,other
1,44.0,5.0,171862.0,50.0,Bachelor
5,28.0,8.0,68745.0,40.0,Bachelor
5,35.0,7.0,77290.0,40.0,Bachelor
3,40.0,18.0,41247.0,35.0,Doctoral
3,25.0,2.0,12372.0,40.0,other
4,50.0,25.0,45797.0,39.0,Bachelor
3,47.0,12.0,46752.0,45.0,Doctoral
4,30.0,8.0,28188.0,35.0,other
2,45.0,20.0,103408.0,60.0,Doctoral
5,24.0,2.0,37834.0,38.0,Master
4,24.0,0.0,16500.0,16.0,Bachelor
5,25.0,2.0,72642.0,45.0,Bachelor
4,27.0,5.0,15268.0,6.0,Bachelor
5,30.0,8.0,54996.0,46.0,Bachelor
1,33.0,12.0,157017.0,60.0,Master
2,22.0,2.0,11028.0,40.0,Bachelor
1,26.0,3.0,51888.0,40.0,Master
1,32.0,3.0,75660.0,40.0,Master
5,36.0,10.0,85931.0,40.0,Doctoral
4,26.0,2.0,52339.0,35.0,Bachelor
5,23.0,1.0,35702.0,37.5,Master
4,28.0,1.0,34372.0,35.0,Master
5,34.0,8.0,66453.0,39.0,other
5,24.0,0.0,43239.0,36.0,Bachelor
3,47.0,11.0,116333.0,50.0,Master
3,48.0,25.0,29789.0,38.0,other
5,33.0,12.0,91593.0,40.0,Master
5,45.0,18.0,63016.0,40.0,Bachelor
1,28.0,6.0,57287.0,35.0,Doctoral
5,24.0,1.0,48795.0,40.0,Bachelor
5,36.0,18.0,95423.0,38.0,Bachelor
4,29.0,3.0,46976.0,40.0,Master
2,29.0,2.0,48644.0,47.0,Doctoral
3,27.0,3.0,42656.0,37.0,Master
5,25.0,2.0,31128.0,37.0,Master
1,22.0,5.0,29832.0,40.0,other
4,21.0,0.0,37128.0,38.0,Bachelor
2,33.0,10.0,43866.0,38.0,Master
5,27.0,7.0,49296.0,50.0,other
5,62.0,41.0,77556.0,40.0,other
2,36.0,18.0,68748.0,37.5,Master
4,44.0,19.0,81074.0,43.0,Master
2,24.0,3.0,37620.0,37.0,Master
5,31.0,5.0,62045.0,40.0,Master
4,28.0,8.0,49500.0,50.0,Master
5,32.0,2.0,48857.0,37.5,Master
3,40.0,13.0,58368.0,35.0,Master
5,25.0,4.0,72864.0,43.0,Master
2,23.0,3.0,12372.0,28.0,other
5,30.0,8.0,63016.0,40.0,Bachelor
3,22.0,1.0,28437.0,38.0,Bachelor
3,20.0,5.0,9624.0,37.0,other
5,35.0,19.0,85931.0,40.0,Master
5,28.0,1.0,31403.0,55.0,Doctoral
2,27.0,4.0,60967.0,40.0,Master
3,26.0,3.0,3120.0,35.0,Bachelor
5,24.0,3.0,45241.0,40.0,Bachelor
2,33.0,10.0,35748.0,40.0,other
2,34.0,8.0,59454.0,40.0,Master
1,32.0,4.0,30252.0,35.0,Master
5,30.0,5.0,91593.0,40.0,Doctoral
4,38.0,19.0,104678.0,52.0,other
4,44.0,10.0,137490.0,40.0,Doctoral
4,40.0,18.0,52339.0,35.0,Bachelor
5,28.0,6.0,42028.0,35.0,Bachelor
4,30.0,12.0,65424.0,40.0,other
3,27.0,10.0,34350.0,20.0,other
4,24.0,7.0,61071.0,50.0,other
5,23.0,3.0,40717.0,37.5,Bachelor
2,41.0,12.0,51559.0,40.0,Doctoral
5,26.0,1.0,27492.0,35.0,Master
4,23.0,6.0,37982.0,40.0,other
5,43.0,23.0,58167.0,37.5,Bachelor
2,32.0,5.0,61834.0,50.0,Master
5,25.0,3.0,45241.0,38.0,Bachelor
2,39.0,20.0,56211.0,40.0,other
4,22.0,2.0,50592.0,40.0,other
4,28.0,5.0,103408.0,40.0,Bachelor
5,25.0,4.0,59579.0,44.0,Master
5,28.0,2.0,75669.0,38.0,Master
4,34.0,9.0,51030.0,40.0,other
4,35.0,10.0,48120.0,40.0,other
2,45.0,18.0,32081.0,37.5,other
5,33.0,13.0,48644.0,42.0,other
4,24.0,3.0,46976.0,37.5,Bachelor
4,25.0,2.0,9076.0,9.0,Master
4,32.0,10.0,57287.0,42.5,Doctoral
5,42.0,22.0,126032.0,40.0,Bachelor
4,47.0,18.0,162147.0,48.0,Doctoral
4,35.0,11.0,35983.0,37.5,Bachelor
4,44.0,20.0,66453.0,35.0,Doctoral
4,36.0,20.0,86478.0,40.0,Bachelor
3,45.0,25.0,170622.0,40.0,other
2,29.0,3.0,11004.0,16.0,Master
5,28.0,9.0,61872.0,40.0,Doctoral
5,21.0,3.0,32424.0,43.0,other
4,32.0,11.0,81348.0,39.5,Bachelor
4,41.0,20.0,111220.0,50.0,other
5,32.0,6.0,68748.0,35.0,Master
1,30.0,10.0,51888.0,70.0,Master
5,23.0,5.0,19248.0,50.0,Bachelor
1,28.0,6.0,118019.0,40.0,Bachelor
5,32.0,10.0,79452.0,40.0,Bachelor
5,28.0,5.0,80371.0,41.0,Master
5,52.0,27.0,54049.0,40.0,Master
5,31.0,5.0,35028.0,40.0,Doctoral
2,31.0,6.0,67452.0,38.0,Master
4,41.0,15.0,54996.0,40.0,Doctoral
3,42.0,16.0,75631.0,37.0,other
4,27.0,4.0,60725.0,40.0,Master
5,37.0,12.0,65043.0,40.0,Bachelor
1,38.0,15.0,51704.0,65.0,Doctoral
4,25.0,5.0,73328.0,40.0,Master
5,38.0,5.0,67368.0,32.0,Doctoral
2,23.0,3.0,33108.0,40.0,other
4,28.0,6.0,57287.0,38.55821205821206,Master
3,33.0,10.0,33600.0,40.0,Bachelor
5,23.0,4.0,58368.0,7.0,Bachelor
1,36.0,16.0,75631.0,40.0,other
4,42.0,19.0,126032.0,32.0,Master
5,27.0,4.0,30252.0,45.0,Doctoral
5,36.0,20.0,39908.0,40.0,Bachelor
4,44.0,25.0,80202.0,60.0,other
2,48.0,23.0,32429.0,35.0,other
4,29.0,7.0,32424.0,40.0,Master
4,30.0,5.0,76765.0,40.0,Master
5,32.0,10.0,57287.0,35.0,other
5,37.0,12.0,71966.0,37.0,Master
4,32.0,10.0,38916.0,42.0,Doctoral
5,33.0,8.0,46698.0,40.0,Master
4,40.0,20.0,90482.0,40.0,other
5,29.0,7.0,73560.0,39.38520408163265,Bachelor
5,33.0,10.0,57254.0,35.0,Bachelor
5,28.0,2.0,81.0,42.0,Bachelor
4,23.0,4.0,39088.0,37.5,other
3,32.0,11.0,90482.0,37.5,Bachelor
4,25.0,3.0,52996.0,40.0,Bachelor
5,37.0,12.0,54996.0,32.0,Master
4,27.0,4.0,40101.0,40.0,Master
5,32.0,8.0,42393.0,40.0,Doctoral
4,32.0,10.0,98150.0,37.0,other
4,36.0,18.0,71758.0,40.0,other
4,29.0,9.0,57058.0,50.0,other
4,38.0,9.0,70264.0,40.13716814159292,other
3,30.0,7.0,45830.0,30.0,other
5,26.0,4.0,67021.0,39.0,Bachelor
2,39.0,15.0,91883.0,40.0,Master
4,39.0,13.0,33607.0,40.0,Master
5,29.0,4.0,65881.0,40.0,Master
4,24.0,0.0,9420.0,15.0,Master
5,30.0,10.0,45396.0,40.0,Bachelor
3,38.0,20.0,129775.0,40.0,Master
2,34.0,2.0,67215.0,36.0,Master
3,35.0,2.0,50806.0,39.0,Master
2,57.0,33.0,41871.0,35.0,other
5,53.71052631578947,34.0,137490.0,50.0,Doctoral
4,28.0,9.0,63016.0,40.0,other
5,51.0,30.0,90482.0,40.0,Bachelor
4,25.0,3.0,43308.0,40.0,Bachelor
5,32.0,6.0,57287.0,40.0,Bachelor
3,46.0,26.0,108098.0,32.0,Master
1,21.0,0.0,32429.0,42.5,Bachelor
4,29.0,5.0,46704.0,36.0,Master
5,37.0,12.0,58167.0,37.5,Master
3,29.0,10.0,41597.0,35.0,other
5,29.0,3.0,34352.0,40.0,Bachelor
4,28.0,4.0,51704.0,45.0,Bachelor
4,27.0,5.0,15268.0,50.0,Master
5,40.0,6.0,41244.0,32.0,other
2,38.0,5.0,45396.0,40.0,Master
5,38.0,14.0,135100.0,35.0,other
4,28.0,6.0,56723.0,50.0,Bachelor
5,31.0,9.0,193889.0,50.0,Master
4,43.0,18.0,79882.0,30.0,Doctoral
3,38.0,9.0,84019.0,39.0,Master
3,28.0,5.0,63016.0,40.0,Master
4,20.0,1.0,7152.0,40.0,other
2,50.0,24.0,68748.0,40.0,Master
5,26.0,9.0,68745.0,40.0,Bachelor
5,40.0,16.0,102693.0,45.0,Master
3,31.0,10.0,58881.0,40.0,Bachelor
4,21.0,0.0,36193.0,38.0,Bachelor
2,31.0,9.0,91593.0,40.0,Master
3,37.0,14.0,43180.0,40.0,Doctoral
4,23.0,6.0,50000.0,10.0,Bachelor
5,27.0,3.0,68041.0,40.0,Master
5,42.0,18.0,68748.0,39.0,Doctoral
4,27.0,2.0,63016.0,40.0,Master
5,42.0,20.0,68748.0,40.0,other
5,25.0,7.0,46968.0,7.5,Master
5,30.0,12.0,64287.0,40.0,Master
5,29.0,10.0,51559.0,40.0,Bachelor
5,20.0,6.0,41244.0,60.0,other
5,35.0,3.0,72140.0,38.0,other
5,25.0,2.0,36664.0,48.0,Master
4,27.0,2.0,41244.0,35.0,Master
5,50.0,28.0,62807.0,35.0,other
2,41.0,16.0,21720.0,45.0,other
3,30.0,6.0,63564.0,35.0,Master
5,20.0,7.0,78508.0,38.55821205821206,other
5,31.0,3.0,35028.0,37.0,other
3,30.0,11.0,183186.0,40.0,Doctoral
2,25.0,4.0,65424.0,37.5,other
5,30.0,5.0,72182.0,40.0,Master
5,43.0,22.0,108098.0,35.0,other
4,26.0,6.0,68745.0,34.0,Bachelor
2,20.0,0.0,12324.0,40.0,other
4,44.0,0.0,34368.0,37.5,Bachelor
4,44.0,20.0,80000.0,40.0,other
2,23.0,4.0,36324.0,40.0,Bachelor
5,36.0,13.0,75669.0,48.0,other
2,30.0,7.0,72426.0,42.0,Master
5,29.0,2.0,43997.0,40.0,Master
5,23.0,3.0,34372.0,16.0,other
5,22.0,2.0,77832.0,6.0,other
5,48.0,13.0,46566.0,44.0,other
5,38.0,19.0,66564.0,40.0,Master
4,27.0,6.0,100752.0,35.0,Bachelor
2,25.0,2.0,32058.0,45.0,Bachelor
4,24.0,2.0,45830.0,38.0,Master
3,26.0,4.0,25644.0,55.0,Master
4,28.0,5.0,79392.0,40.0,Bachelor
5,31.0,9.0,34368.0,38.0,Bachelor
5,34.0,8.0,135123.0,45.0,Doctoral
2,25.0,1.0,56028.0,38.0,Master
4,28.0,4.0,45803.0,44.0,Master
5,31.0,10.0,75669.0,40.0,Bachelor
4,24.0,4.0,46482.0,45.0,Master
5,35.0,14.0,45241.0,37.0,Bachelor
4,37.0,10.0,27480.0,40.0,Bachelor
5,28.0,10.0,61620.0,40.0,other
5,35.0,10.0,64859.0,45.0,Doctoral
5,43.0,6.0,131761.0,46.0,Master
5,30.0,7.0,68745.0,60.0,Bachelor
4,23.0,1.0,51559.0,40.0,Bachelor
5,28.0,3.0,63016.0,40.0,Bachelor
4,29.0,2.0,25944.0,44.0,Bachelor
5,37.0,12.0,71036.0,40.0,Doctoral
2,27.0,4.0,30000.0,35.0,Bachelor
5,60.0,40.0,98135.0,38.0,Bachelor
5,27.0,2.0,30408.0,40.0,Bachelor
2,27.0,5.0,42624.0,39.38520408163265,Bachelor
4,33.0,3.0,106874.0,40.0,Doctoral
5,35.0,14.0,74474.0,38.0,Master
2,32.0,3.0,27480.0,40.0,Master
4,33.0,11.0,60492.0,39.5936329588015,other
4,22.0,3.0,28536.0,25.0,Bachelor
5,24.0,3.0,41244.0,40.0,other
4,30.0,9.0,41244.0,40.0,Master
4,54.0,28.0,86478.0,50.0,Master
5,31.0,9.0,130847.0,35.0,other
4,36.0,7.0,33756.0,30.0,Doctoral
3,32.0,6.0,41871.0,40.0,Master
5,32.0,11.0,39254.0,35.0,other
4,56.0,35.0,97288.0,50.0,Master
5,46.0,22.0,103117.0,42.0,Master
4,39.0,20.0,71609.0,39.0,Doctoral
4,25.0,2.0,19085.0,40.0,Master
5,32.0,7.0,64860.0,40.0,Master
5,25.0,1.0,51704.0,40.0,Master
5,35.0,0.0,34591.0,35.0,Master
5,27.0,0.0,57287.0,40.0,Master
4,44.0,21.0,114575.0,35.0,Master
1,30.0,7.0,37620.0,50.0,Doctoral
4,53.0,28.0,57287.0,35.0,Master
5,24.0,3.0,34591.0,37.0,Master
4,41.0,23.0,84312.0,38.0,Bachelor
2,23.0,0.0,48121.0,35.0,Master
5,27.0,1.0,49620.0,50.0,Bachelor
5,63.0,25.0,151250.0,40.0,Bachelor
5,22.0,1.0,48648.0,40.0,Bachelor
5,34.0,5.0,51888.0,60.0,Master
2,28.0,6.0,49944.0,40.0,other
2,26.0,2.0,56751.0,40.0,Bachelor
1,24.0,4.0,21996.0,40.0,other
2,42.0,20.0,84019.0,67.0,other
1,28.0,5.0,43538.0,40.0,Master
2,35.0,10.0,34372.0,38.0,Master
4,31.0,4.0,51030.0,40.0,Doctoral
5,32.0,6.0,64630.0,37.5,Bachelor
5,32.0,8.0,45803.0,40.0,Master
2,26.0,2.0,85931.0,40.0,Master
2,40.0,6.0,45830.0,35.0,Master
5,39.0,18.0,197300.0,40.0,Bachelor
4,36.0,12.0,81780.0,40.0,Master
4,55.0,8.0,82726.0,40.0,other
1,30.0,3.0,30749.0,40.0,other
5,28.0,4.0,53616.0,45.0,Master
4,33.0,1.0,31078.0,38.0,other
5,39.0,18.0,82695.0,50.0,Bachelor
2,40.0,4.0,61071.0,35.0,Bachelor
4,27.0,8.0,149941.0,40.0,Bachelor
5,21.0,3.0,12900.0,15.0,Bachelor
5,42.0,20.0,68748.0,40.0,Master
1,35.0,13.0,10468.0,30.0,Master
4,31.0,3.0,45379.0,35.0,Bachelor
5,27.0,6.0,70264.0,40.0,Master
3,25.0,0.0,30095.0,40.0,Bachelor
5,26.0,7.0,42624.0,45.0,other
5,29.0,4.0,85931.0,45.0,Master
5,25.0,6.0,91606.0,50.0,Bachelor
3,36.0,15.0,40101.0,50.0,other
4,27.0,1.0,52704.0,35.0,Master
5,40.0,19.0,54.0,48.0,Master
4,51.0,10.0,52339.0,35.0,Bachelor
5,57.0,30.0,113447.0,60.0,Doctoral
5,28.0,4.0,65424.0,32.0,Master
2,24.0,6.0,38916.0,40.0,Bachelor
5,44.0,15.0,141312.0,50.0,Master
4,28.0,5.0,52942.0,40.0,Master
2,40.0,12.0,48120.0,45.0,other
2,25.0,6.0,38169.0,40.0,other
4,33.0,5.0,41247.0,40.0,other
5,26.0,3.0,25944.0,40.0,Master
5,51.0,20.0,65424.0,60.0,other
3,34.0,5.0,67021.0,40.0,Bachelor
4,36.0,9.0,107949.0,39.0,Doctoral
4,32.0,7.0,54049.0,40.0,other
4,24.0,1.0,32392.0,60.0,Master
5,32.0,10.0,41244.0,40.0,other
5,29.0,7.0,41247.0,45.0,Master
4,33.0,6.0,72182.0,40.0,Master
4,22.0,3.0,37812.0,40.0,Bachelor
2,26.0,8.0,61071.0,37.5,Master
3,34.0,3.0,39254.0,7.0,Master
3,25.0,3.0,67561.0,40.0,other
5,34.0,14.0,68342.0,40.0,Master
5,33.0,5.0,75669.0,43.0,Doctoral
4,26.0,5.0,39254.0,37.0,Bachelor
5,28.0,5.0,45830.0,40.0,Master
5,28.0,10.0,71966.0,38.0,Doctoral
5,30.0,7.0,59808.0,40.0,Master
2,34.0,4.0,66156.0,50.0,Master
5,54.0,32.0,65147.0,50.0,Bachelor
4,50.0,29.0,80919.0,50.0,Bachelor
4,21.0,4.0,32768.0,60.0,other
1,47.0,20.0,111220.0,40.0,Doctoral
4,41.0,23.0,51888.0,32.0,Bachelor
5,23.0,2.0,58881.0,45.0,Bachelor
5,25.0,5.0,34368.0,40.0,Bachelor
2,26.0,3.0,32315.0,40.0,other
5,27.0,2.0,56264.0,45.0,Doctoral
4,31.0,9.0,70003.0,37.0,Bachelor
5,32.0,18.0,87789.0,35.0,Bachelor
2,35.0,5.0,53280.0,40.0,Bachelor
5,47.0,30.0,85931.0,39.0,Doctoral
5,30.0,3.0,73507.0,40.0,Master
2,23.0,4.0,36324.0,45.0,other
4,26.0,2.0,102102.0,45.0,Master
1,25.0,0.0,25944.0,40.0,Master
5,23.0,1.0,30936.0,40.0,Master
5,32.0,10.0,139162.0,40.0,Master
4,46.0,25.0,104678.0,25.0,Bachelor
5,30.0,8.0,35518.0,40.0,Bachelor
5,41.0,20.0,73328.0,38.0,Master
4,24.0,2.0,19452.0,11.0,Master
2,28.0,7.0,46185.0,40.0,other
4,29.0,5.0,59110.0,39.0,Master
2,46.0,20.0,104678.0,37.5,Master
3,46.0,23.0,94539.0,45.0,Master
4,33.0,8.0,32062.0,35.0,Bachelor
3,33.0,12.0,54996.0,38.5,other
4,23.0,3.0,35329.0,37.5,Bachelor
5,40.0,16.0,88976.0,35.0,other
3,38.0,19.0,27492.0,50.0,other
4,28.0,5.0,44684.0,40.0,other
4,28.0,6.0,59162.0,37.5,Master
1,46.0,20.0,129718.0,52.0,Master
3,42.0,21.0,77831.0,40.0,Bachelor
4,37.0,10.0,48413.0,40.0,other
4,21.0,2.0,12200.0,16.0,other
4,33.0,5.0,51030.0,50.0,Doctoral
3,24.0,1.0,52704.0,40.0,Master
4,29.0,0.0,48413.0,37.0,Master
2,27.0,1.0,51888.0,40.0,Master
4,42.0,3.0,89316.0,40.0,Bachelor
5,34.0,2.0,86478.0,45.0,Master
4,33.0,13.0,91606.0,40.0,Master
4,26.0,2.0,103.0,40.0,Master
5,49.0,30.0,183767.0,40.0,other
4,36.0,10.0,58373.0,45.0,Bachelor
4,39.0,20.0,197579.0,45.0,Master
5,27.0,7.0,45241.0,38.55821205821206,Master
5,31.0,5.0,81074.0,40.0,Master
4,31.0,3.0,61872.0,40.0,Master
5,36.0,16.0,54480.0,40.0,Bachelor
5,34.0,18.0,51147.0,40.0,other
3,40.0,2.0,54289.0,40.0,Master
5,34.0,20.0,97288.0,50.0,Master
5,27.0,0.0,23008.0,40.0,other
5,29.0,8.0,32424.0,30.0,Bachelor
5,39.0,15.0,48865.0,40.0,Doctoral
4,29.0,10.0,154536.0,45.0,other
2,26.0,2.0,59.0,40.0,Master
1,28.0,4.0,36637.0,37.5,other
5,31.0,9.0,77831.0,40.0,Doctoral
5,29.0,6.0,40560.0,40.0,Master
5,32.0,9.0,86478.0,40.0,Master
5,49.0,28.0,100826.0,40.0,other
5,57.0,19.0,40070.0,37.0,other
4,25.0,1.0,27920.0,32.0,Master
5,23.0,1.0,57287.0,37.5,other
5,36.0,11.0,54480.0,35.0,Master
4,29.0,9.0,48120.0,40.0,other
5,31.0,0.0,68068.0,30.0,Doctoral
5,51.0,26.0,83236.0,40.0,Master
2,38.0,18.0,51888.0,32.0,other
4,54.0,32.0,91660.0,35.0,other
3,22.0,2.0,27492.0,35.0,Master
2,42.0,21.0,83640.0,45.0,other
5,32.0,10.0,90758.0,40.0,Bachelor
4,43.0,23.0,170101.0,45.0,Doctoral
4,34.0,8.0,76992.0,41.0,Bachelor
1,21.0,4.0,19452.0,40.0,other
5,38.0,15.0,41244.0,50.0,Master
4,24.0,0.0,48120.0,40.0,Master
2,36.0,4.0,45797.0,37.5,Doctoral
4,33.0,5.0,90482.0,35.0,Master
4,24.0,2.0,20628.0,39.0,Master
3,37.0,13.0,86478.0,40.0,Master
5,54.0,25.0,56211.0,48.0,Master
4,55.0,12.0,143932.0,45.0,Master
1,37.0,11.0,85931.0,38.0,Master
2,37.0,8.0,84785.0,40.0,Bachelor
4,29.0,3.0,45241.0,40.0,Bachelor
5,49.0,24.0,164988.0,45.0,Doctoral
3,30.0,8.0,68705.0,40.0,Master
4,30.0,8.0,39254.0,37.5,Bachelor
3,31.0,12.0,63016.0,39.0,Master
4,29.0,9.0,37128.0,30.0,Master
5,38.0,2.0,57744.0,40.0,Master
2,46.0,21.0,83194.0,40.0,other
3,32.0,8.0,31620.0,30.0,other
5,37.0,3.7960526315789473,42525.0,40.0,Bachelor
3,23.0,4.0,15120.0,19.0,Bachelor
5,26.0,7.0,8020.0,5.0,Bachelor
4,23.0,0.0,45396.0,40.0,Master
5,46.0,25.0,99240.0,45.0,Master
5,21.0,4.0,56874.0,37.0,Bachelor
1,37.0,18.0,75669.0,40.0,Doctoral
2,33.0,2.0,29197.0,30.0,Bachelor
4,24.0,2.0,25272.0,35.0,Bachelor
5,48.0,18.0,91608.0,40.0,Bachelor
5,24.0,3.0,65995.0,40.0,other
4,29.0,15.0,103117.0,50.0,Bachelor
5,33.0,20.0,91593.0,45.0,Bachelor
5,21.0,0.0,39424.0,40.0,Bachelor
2,53.0,22.0,54289.0,45.0,Master
2,29.0,5.0,39254.0,37.5,Bachelor
2,34.0,11.0,33000.0,39.0,other
5,36.0,16.0,61872.0,40.0,Bachelor
2,23.0,3.0,52339.0,37.5,Bachelor
1,29.0,2.0,20628.0,40.0,Master
5,40.0,0.0,97389.0,50.0,other
4,27.0,2.745928338762215,33693.0,38.0,Master
4,31.0,1.0,87077.0,40.0,Doctoral
5,47.0,19.0,91660.0,44.0,other
5,31.0,6.0,84316.0,40.0,Master
2,28.0,3.0,45797.0,38.0,Master
4,38.0,10.0,87996.0,32.0,Master
3,60.0,27.0,67021.0,36.0,Master
2,30.0,6.0,81074.0,40.0,Master
5,29.0,10.0,63016.0,40.0,Master
5,25.0,2.0,60505.0,37.5,Bachelor
5,30.0,8.0,72522.0,40.0,Bachelor
2,28.0,3.0,41244.0,37.0,Master
2,57.0,8.0,73285.0,45.0,Bachelor
1,23.0,4.0,46747.0,40.0,Master
5,39.0,18.0,75669.0,37.0,other
4,48.0,21.0,35376.0,30.0,Bachelor
5,32.0,7.0,58881.0,35.0,Doctoral
4,56.0,34.0,65424.0,36.25,other
4,26.0,4.0,183216.0,40.0,Master
3,30.0,10.0,27492.0,25.0,Master
5,30.0,3.0,44595.0,45.0,other
1,39.0,19.0,53184.0,40.0,Bachelor
2,30.0,9.0,46482.0,40.0,Master
4,26.0,1.0,2864.0,40.0,Master
4,59.0,37.0,85051.0,37.0,Bachelor
1,20.0,5.0,34368.0,38.5,other
4,25.0,0.0,41247.0,40.0,Master
5,40.0,20.0,76750.0,60.0,Doctoral
5,32.0,8.0,118908.0,55.0,Bachelor
4,39.0,12.0,171862.0,30.0,Master
5,33.0,3.0,45241.0,39.91538461538462,Doctoral
4,31.0,3.0,41247.0,40.0,Master
5,53.0,22.0,68745.0,42.0,Bachelor
3,41.0,18.0,54964.0,35.0,Bachelor
5,36.0,10.0,53437.0,40.0,Doctoral
1,23.0,3.0,36642.0,40.0,Bachelor
4,24.0,3.0,57287.0,40.0,Master
4,26.0,6.0,40101.0,50.0,other
4,35.0,6.0,82488.0,37.5,other
5,24.0,4.0,38778.0,37.10531914893617,Master
1,39.0,15.0,80202.0,40.0,Bachelor
4,24.0,6.0,59579.0,40.0,Master
5,30.0,8.0,77556.0,35.0,Bachelor
3,29.0,4.0,77148.0,40.0,Master
5,30.0,1.0,53184.0,40.0,Master
5,40.0,21.0,103776.0,50.0,other
5,43.0,21.0,90079.0,40.0,Bachelor
3,26.0,3.0,46482.0,39.0,Master
5,30.0,6.0,82155.0,40.0,Master
3,33.0,4.0,40563.0,50.0,Doctoral
5,30.0,7.0,64859.0,38.0,Master
5,24.0,0.0,43246.0,41.0,Bachelor
5,57.0,30.0,160405.0,45.0,other
5,55.0,22.0,64630.0,60.0,Master
5,51.0,29.0,105884.0,38.0,Master
4,25.0,1.0,34714.0,40.0,Master
2,32.0,7.0,102693.0,40.0,Master
4,25.0,2.0,61870.0,40.0,Master
1,40.0,18.0,43428.0,37.25,Doctoral
4,39.0,16.0,62598.0,33.5,other
4,48.0,28.0,85051.0,40.0,other
3,29.0,3.0,39876.0,42.0,Bachelor
2,27.0,2.0,48120.0,37.0,Bachelor
5,28.0,4.0,57287.0,39.0,Bachelor
4,25.0,2.0,38916.0,40.0,other
5,24.0,3.0,34591.0,40.0,Master
3,31.0,6.0,129259.0,42.0,Master
5,31.0,3.0,83972.0,40.0,Doctoral
2,29.0,7.0,59006.0,35.0,Master
1,33.0,11.0,85051.0,37.5,Master
5,31.0,8.0,108098.0,42.0,Doctoral
5,24.0,6.0,51704.0,37.5,other
5,36.0,6.0,68695.0,36.0,Master
2,25.0,4.0,25944.0,40.0,Doctoral
2,24.0,5.0,41244.0,40.0,other
5,27.0,1.0,34368.0,40.0,Master
2,32.0,9.0,19800.0,40.0,Master
2,32.0,10.0,132000.0,45.0,Master
4,27.0,3.0,52248.0,36.0,other
4,30.0,7.0,73328.0,40.0,Master
3,48.0,25.0,19627.0,30.0,Master
5,40.0,12.0,45396.0,38.0,other
5,28.0,5.0,53437.0,45.0,Master
4,22.0,0.0,29083.0,40.0,Bachelor
3,52.0,20.0,80202.0,38.0,other
4,23.0,6.0,41244.0,40.0,other
4,24.0,4.0,54996.0,24.0,other
4,27.0,5.0,68745.0,40.0,Bachelor
5,24.0,3.0,43538.0,40.0,Bachelor
3,21.0,4.0,25572.0,37.10531914893617,other
5,27.0,4.0,45241.0,37.0,Bachelor
4,23.0,2.0,18324.0,20.0,Bachelor
5,26.0,2.0,38496.0,38.0,Master
1,41.0,20.0,66453.0,30.0,Master
2,31.0,10.0,58032.0,38.0,other
4,26.0,6.0,34372.0,39.0,Bachelor
5,30.0,6.0,55130.0,40.0,Master
5,49.0,25.0,99450.0,45.0,other
4,25.0,5.0,12850.0,16.0,Bachelor
5,28.0,6.0,45372.0,37.0,other
1,33.0,10.0,70264.0,40.0,other
2,43.0,16.0,54049.0,42.0,Bachelor
5,38.0,2.0,63778.0,40.0,Master
3,36.0,14.0,54049.0,40.0,other
2,23.0,5.0,29832.0,10.0,other
4,32.0,7.0,51971.0,45.0,Bachelor
5,28.0,8.0,57180.0,40.0,Bachelor
4,29.0,2.0,38916.0,40.0,other
4,38.0,15.0,68507.0,40.0,Master
4,28.0,4.0,54030.0,8.0,Bachelor
2,34.0,16.0,61620.0,37.0,Bachelor
3,28.0,5.0,42072.0,50.0,Bachelor
5,28.0,10.0,85931.0,45.0,Bachelor
3,41.0,21.0,180963.0,35.0,other
5,26.0,7.0,48000.0,40.0,other
5,27.0,3.0,68745.0,35.0,Bachelor
5,30.0,7.0,67178.0,35.0,Bachelor
3,34.0,10.0,71609.0,40.0,Master
5,29.0,0.0,28872.0,40.0,Master
4,25.0,2.0,51347.0,40.0,Master
2,30.0,5.0,34368.0,42.0,other
4,23.0,0.0,14400.0,21.0,Master
4,29.0,10.0,22824.0,20.0,Master
1,26.0,4.0,57287.0,40.0,Bachelor
4,28.0,5.0,130847.0,40.0,Bachelor
4,49.0,29.0,71093.0,40.0,Bachelor
5,22.0,4.0,36324.0,40.0,other
5,35.0,1.0,41940.0,37.5,Doctoral
5,37.0,10.0,104678.0,40.0,Bachelor
5,39.0,20.0,104678.0,35.0,Bachelor
4,33.0,8.0,76765.0,40.0,Master
4,28.0,9.0,28536.0,40.0,Bachelor
