OrgSize_Empl219,WorkWeekHrs,YearsCodePro,Age1stCode,Country_Canada,Age,JobFactors_Idealist,LanguageWorkedWith_C,Country_Netherlands,Country_Finland,Country_France,ConvertedComp
0,39.0,27.0,9.0,0,44.0,0,0,0,0,0,170101.0
1,67.0,20.0,9.0,0,42.0,0,1,0,0,0,84019.0
1,37.0,11.0,14.0,0,30.0,1,0,0,0,1,63983.0
1,35.0,11.0,12.0,0,34.0,0,1,0,0,0,100826.0
0,36.0,3.0,11.0,0,27.0,0,1,0,0,0,52248.0
0,35.0,10.0,8.0,0,34.0,0,0,0,0,0,86478.0
0,38.5,2.0,11.0,0,28.0,0,0,0,0,0,52704.0
0,45.0,4.0,15.0,0,28.0,1,0,0,0,1,53616.0
1,45.0,9.0,13.0,0,35.0,0,0,0,0,0,120304.0
0,50.0,5.0,17.0,0,27.0,1,1,0,0,0,15268.0
0,37.5,10.0,10.0,0,30.0,1,1,0,0,0,41244.0
0,38.0,11.0,14.0,0,37.0,0,0,0,0,0,63240.0
0,50.0,32.0,14.0,0,54.0,1,0,0,0,0,65147.0
0,45.0,6.0,9.0,0,33.0,0,0,0,0,0,77831.0
0,40.0,9.0,18.0,0,34.0,1,1,1,0,0,45830.0
1,40.0,8.0,13.0,0,32.0,0,0,1,0,0,59579.0
0,37.0,23.0,9.0,0,44.0,1,0,0,0,0,151337.0
0,46.0,13.0,15.0,0,35.0,0,0,0,0,0,40560.0
0,40.0,9.0,13.0,1,34.0,0,0,0,0,0,61870.0
0,40.0,8.0,19.0,1,33.0,0,0,0,0,0,105884.0
1,36.0,2.0,14.0,0,30.0,0,0,1,0,0,29832.0
0,45.0,15.0,27.0,0,62.0,0,0,1,0,0,80202.0
1,50.0,6.0,10.0,0,30.0,1,0,0,0,0,79413.0
0,40.0,16.0,15.0,0,39.0,0,0,0,0,0,41986.0
1,40.0,8.0,15.0,0,30.0,0,0,0,0,0,65424.0
0,40.0,5.0,16.0,0,29.0,0,0,0,0,0,81074.0
1,40.0,6.0,8.0,0,25.0,0,0,1,0,0,80202.0
0,50.0,51.0,16.0,1,53.71052631578947,0,1,0,0,0,120000.0
1,45.0,4.0,14.0,0,25.0,0,0,0,0,0,21168.0
0,40.0,15.0,30.0,0,61.0,0,0,0,0,0,25944.0
1,34.0,23.0,9.0,1,39.0,0,1,0,0,0,52339.0
0,40.0,0.0,25.0,0,27.0,0,0,0,0,0,38169.0
1,38.0,1.0,10.0,0,33.0,0,0,0,0,0,54996.0
0,40.0,9.0,16.0,0,32.0,0,0,0,0,0,19800.0
0,40.0,7.0,15.0,0,26.0,0,1,0,1,0,42624.0
1,37.5,1.0,18.0,0,23.0,0,0,1,0,0,35702.0
0,38.0,15.0,10.0,1,38.0,0,0,0,0,0,56211.0
0,50.0,5.0,28.0,0,33.0,0,0,0,0,0,55836.0
0,8.0,5.0,16.0,0,25.0,0,0,0,0,0,6192.0
0,40.0,4.0,13.0,0,23.0,0,1,0,0,1,27492.0
0,35.0,5.0,12.0,0,39.0,1,0,0,0,0,49267.0
0,40.0,14.0,19.0,0,39.0,0,0,0,0,0,80155.0
0,40.0,6.0,16.0,0,24.0,0,0,0,0,0,70858.0
0,40.0,12.0,10.0,1,35.0,0,0,0,0,0,54996.0
1,70.0,10.0,8.0,0,31.0,0,0,1,0,0,151236.0
0,45.0,3.0,13.0,0,25.0,0,0,0,0,1,56142.0
0,40.0,4.0,6.0,1,33.0,0,0,0,0,0,61872.0
1,50.0,15.0,16.0,0,38.0,0,0,0,0,0,41244.0
0,40.0,30.0,16.0,0,56.0,1,1,0,0,0,64859.0
0,16.0,3.0,18.0,0,29.0,1,0,0,0,0,11004.0
0,37.0,1.0,21.0,0,27.0,0,0,0,0,0,38169.0
1,40.0,5.0,10.0,0,23.0,1,0,0,0,0,45800.0
0,37.10531914893617,4.0,16.0,1,24.0,0,0,0,0,0,1560.0
0,50.0,1.0,17.0,0,24.0,0,0,0,1,0,45830.0
0,40.0,1.0,13.0,1,22.0,1,0,0,0,0,55610.0
0,40.0,3.0,15.0,1,24.0,0,0,0,0,0,24744.0
0,32.0,5.0,9.0,0,28.0,0,0,0,0,0,61872.0
0,37.5,3.0,21.0,1,29.0,0,1,0,0,0,42525.0
0,40.0,1.0,16.0,0,23.0,1,0,0,0,0,51559.0
1,39.0,1.0,15.0,0,29.0,0,0,0,0,0,38496.0
0,35.0,9.0,7.0,0,45.0,0,0,1,0,0,52208.0
0,50.0,6.0,20.0,0,31.0,0,1,0,0,1,67525.0
0,39.0,8.0,14.0,1,27.0,0,1,0,0,0,33732.0
1,50.0,9.0,10.0,0,34.0,1,1,0,0,0,66453.0
1,16.0,6.0,15.0,0,30.0,0,0,0,0,0,28650.0
0,40.0,10.0,10.0,0,28.0,0,0,0,0,0,61620.0
0,40.0,1.0,19.0,0,24.0,1,0,0,0,0,39254.0
1,7.0,6.0,16.0,0,32.0,1,0,1,0,0,67368.0
1,40.0,3.0,16.0,0,26.0,1,0,0,0,0,36193.0
0,40.0,4.0,11.0,0,26.0,1,1,0,0,0,45241.0
0,37.0,17.0,10.0,0,43.0,0,0,0,0,0,96945.0
0,45.0,11.0,11.0,0,34.0,0,0,0,0,0,68748.0
0,40.0,20.0,14.0,0,42.0,0,0,0,0,0,68748.0
0,40.0,15.0,23.0,0,42.0,0,0,0,0,0,129720.0
0,40.0,28.0,12.0,1,48.0,1,0,0,0,0,85051.0
0,37.5,20.0,20.0,0,39.0,0,0,0,0,0,69349.0
0,40.0,2.0,15.0,0,27.0,0,1,0,1,0,46752.0
0,40.0,18.0,10.0,0,35.0,0,0,0,0,0,66453.0
0,40.0,13.0,16.0,0,39.0,1,0,0,0,0,91660.0
0,36.0,38.0,10.0,0,48.0,0,1,0,0,0,58167.0
0,40.0,15.0,14.0,1,37.0,0,1,0,0,0,137271.0
0,40.0,13.0,13.0,0,36.0,0,0,1,0,0,91087.0
0,30.0,22.0,14.0,0,44.0,0,1,0,0,1,103116.0
0,45.0,5.0,21.0,0,27.0,0,0,1,0,0,85051.0
1,40.0,5.0,15.0,0,38.0,1,0,1,0,0,45396.0
0,40.0,2.0,14.0,0,21.0,0,0,0,0,0,37816.0
0,35.0,8.0,15.0,0,24.0,1,0,0,0,1,51807.0
0,35.0,11.0,8.0,0,34.0,0,0,0,0,0,124092.0
0,40.0,2.0,14.0,1,21.0,0,0,0,0,0,34352.0
0,40.0,0.0,14.0,0,25.0,0,0,0,0,0,41247.0
0,15.0,2.0,17.0,1,23.0,0,1,0,0,0,11451.0
0,35.0,4.0,4.0,0,28.0,1,0,0,0,1,37128.0
0,35.0,8.0,8.0,0,30.0,0,1,0,0,0,24648.0
0,38.0,3.0,16.0,0,26.0,0,1,0,0,0,51559.0
0,44.0,18.0,11.0,0,39.0,0,1,0,0,0,85397.0
0,40.0,2.0,17.0,0,26.0,0,1,0,0,0,59.0
0,38.0,3.0,15.0,0,35.0,0,1,0,0,0,59459.0
0,40.0,5.0,14.0,1,34.0,1,1,0,0,0,60505.0
1,37.5,5.0,24.0,0,33.0,0,0,0,0,0,52674.0
0,37.5,17.0,8.0,0,41.0,1,0,0,0,0,56874.0
0,38.0,19.0,8.0,0,43.0,0,0,0,0,0,43176.0
0,40.0,12.0,5.0,1,45.0,0,0,0,0,0,56723.0
1,20.0,3.0,17.0,0,24.0,0,0,0,0,0,11676.0
0,20.0,14.0,22.0,0,41.0,1,1,0,0,1,40101.0
0,45.0,6.0,9.0,1,27.0,1,0,0,0,0,48121.0
0,45.0,23.0,5.0,0,41.0,0,1,0,0,0,68507.0
0,9.0,5.0,9.0,0,40.0,1,0,0,0,0,87077.0
1,4.0,2.0,15.0,0,24.0,1,0,0,0,0,23782.0
0,39.0,18.0,10.0,0,42.0,0,0,0,0,1,68748.0
0,50.0,27.0,12.0,0,45.0,1,0,0,0,0,190850.0
1,30.0,2.0,12.0,0,22.0,0,1,0,0,0,35550.0
0,35.0,3.0,10.0,0,22.0,1,1,0,0,0,51030.0
0,20.0,6.0,14.0,0,25.0,0,1,0,0,0,26124.0
0,30.0,7.0,15.0,1,29.0,0,0,0,0,0,96240.0
0,40.0,11.0,16.0,0,35.0,0,0,0,0,0,68748.0
1,38.0,12.0,15.0,0,34.0,0,1,0,0,0,148648.0
0,40.0,27.0,12.0,0,51.0,0,0,0,0,0,117763.0
0,40.0,7.0,12.0,1,30.0,0,0,0,0,0,73328.0
0,13.0,3.0,17.0,0,26.0,0,1,0,0,1,28650.0
1,40.0,4.0,24.0,0,28.0,0,0,0,0,0,77556.0
0,39.5936329588015,11.0,13.0,0,33.0,0,1,0,0,1,60492.0
0,39.5936329588015,8.0,14.0,1,28.0,1,1,0,0,0,39328.0
1,40.0,11.0,12.0,0,35.0,1,1,0,0,0,151337.0
1,50.0,5.0,16.0,0,23.0,0,0,0,0,0,68745.0
0,40.0,5.0,7.0,0,23.0,0,1,0,0,0,54996.0
0,40.0,11.0,16.0,1,37.0,0,0,0,0,0,80202.0
0,35.0,11.0,13.0,0,32.0,0,0,0,0,0,39254.0
0,35.0,4.0,18.0,0,33.0,1,1,0,0,0,40101.0
0,37.0,7.0,13.0,0,24.0,1,0,0,0,0,51704.0
0,35.0,2.0,16.0,1,25.0,0,1,0,0,0,36780.0
1,50.0,21.0,13.0,1,45.0,1,0,0,0,0,137490.0
0,40.0,7.0,13.0,0,31.0,1,0,0,0,1,86478.0
0,42.0,35.0,15.0,0,60.0,1,0,0,0,0,108098.0
0,40.0,5.0,15.0,1,31.0,0,1,0,0,0,57287.0
0,50.0,24.0,15.0,0,47.0,0,0,0,0,0,129718.0
0,40.0,20.0,13.0,0,39.0,0,1,0,0,0,68745.0
1,30.0,5.0,20.0,0,30.0,0,1,0,0,1,43200.0
1,40.0,2.0,25.0,0,29.0,0,0,0,0,0,54049.0
0,40.0,12.0,14.0,0,40.0,0,1,0,0,1,118908.0
0,42.0,15.0,14.0,0,39.0,0,0,0,0,0,129259.0
0,37.5,6.0,14.0,0,32.0,1,0,0,0,1,64630.0
0,35.0,9.0,12.0,0,33.0,1,1,1,0,0,68068.0
0,40.0,5.0,15.0,1,24.0,0,0,0,0,0,34368.0
1,50.0,15.0,12.0,0,36.0,0,0,0,0,0,40101.0
1,38.0,4.0,19.0,0,32.0,0,1,0,0,0,25944.0
0,40.0,9.0,16.0,0,28.0,0,1,0,0,0,28536.0
1,45.0,6.0,14.0,0,28.0,0,0,0,0,0,30252.0
0,40.0,4.0,18.0,1,29.0,0,0,0,0,0,57287.0
0,50.0,5.0,14.0,0,31.0,0,0,0,0,0,64859.0
0,40.0,12.0,8.0,0,31.0,0,0,0,0,0,50413.0
0,40.0,10.0,13.0,1,34.0,0,0,0,0,0,68748.0
0,40.0,3.0,15.0,0,30.0,0,1,0,0,0,59676.0
0,40.0,20.0,15.0,1,38.0,0,0,0,0,0,129775.0
0,40.0,6.0,15.0,0,28.0,0,0,0,0,0,49944.0
0,35.0,17.0,9.0,0,36.0,1,0,0,0,0,157020.0
0,40.0,1.0,10.0,1,25.0,0,0,0,0,0,35028.0
0,35.0,7.0,14.0,0,32.0,1,0,0,0,0,74474.0
1,41.0,3.0,16.0,1,26.0,0,1,0,0,0,47563.0
0,37.5,5.0,18.0,0,27.0,0,1,0,0,0,58167.0
0,65.0,4.0,12.0,0,24.0,0,0,0,0,0,57287.0
1,16.0,2.0,16.0,1,21.0,0,1,0,0,0,12200.0
0,40.0,2.0,22.0,0,30.0,0,1,0,0,1,40101.0
1,35.0,1.0,16.0,0,25.0,1,0,0,0,0,62774.0
0,40.0,18.0,14.0,0,39.0,0,1,0,0,0,68748.0
0,40.0,0.0,18.0,0,23.0,0,1,0,0,0,45797.0
0,38.0,15.0,8.0,0,43.0,0,1,0,0,0,50592.0
0,37.5,10.0,16.0,0,36.0,0,0,0,0,1,163368.0
0,40.0,11.0,12.0,0,36.0,0,0,0,0,0,62598.0
0,60.0,2.0,16.0,0,31.0,0,0,0,0,0,42393.0
1,40.0,2.0,14.0,0,25.0,0,0,0,0,0,38916.0
0,38.0,2.0,21.0,0,26.0,0,0,1,0,0,38496.0
0,45.0,1.0,22.0,1,28.0,0,1,0,0,0,54049.0
1,32.0,1.0,25.0,0,29.0,1,0,0,0,0,40101.0
0,40.0,6.0,13.0,0,28.0,0,0,0,0,0,43538.0
0,55.0,6.0,16.0,0,33.0,0,0,0,0,0,85362.0
0,37.0,7.0,12.0,0,28.0,1,0,0,0,0,45372.0
0,35.0,8.0,13.0,0,32.0,0,0,0,0,0,84019.0
0,38.0,12.0,13.0,0,34.0,0,0,0,0,0,60505.0
0,40.0,19.0,12.0,1,41.0,0,1,0,0,0,58373.0
0,45.0,8.0,15.0,0,30.0,0,1,0,0,1,61071.0
0,40.0,4.0,18.0,1,29.0,0,1,0,0,0,96827.0
0,40.0,2.0,16.0,0,22.0,0,0,0,0,0,34900.0
0,39.0,15.0,24.0,1,39.0,0,0,0,0,0,74474.0
0,35.0,6.0,15.0,0,24.0,0,1,0,0,0,48121.0
1,42.0,7.0,18.0,0,28.0,0,0,0,0,0,65424.0
0,55.0,3.0,15.0,0,24.0,0,1,0,0,0,72522.0
0,38.0,1.0,14.0,1,26.0,1,1,0,0,0,38496.0
0,42.0,14.0,12.0,0,34.0,1,0,0,0,0,94210.0
0,40.0,0.0,18.0,0,24.0,1,0,1,0,0,48120.0
0,40.0,1.0,8.0,1,25.0,0,0,0,0,0,43992.0
1,40.0,10.0,12.0,0,40.0,0,0,0,0,0,89368.0
0,60.0,4.0,12.0,0,21.0,1,1,0,0,0,32768.0
1,40.0,22.0,12.0,0,43.0,0,0,0,0,0,64859.0
0,45.0,2.0,18.0,0,26.0,0,1,0,0,0,24744.0
1,40.0,15.0,16.0,0,38.0,0,0,0,0,0,85931.0
0,37.0,2.0,23.0,0,28.0,0,0,0,0,1,47826.0
1,38.0,2.0,12.0,0,20.0,0,0,0,0,0,19389.0
0,35.0,6.0,10.0,0,26.0,1,0,0,0,1,41476.0
0,40.0,3.0,14.0,0,24.0,0,0,0,0,0,53647.0
0,50.0,31.0,20.0,0,54.0,0,0,0,0,0,53574.0
0,40.0,10.0,12.0,0,34.0,0,0,0,0,0,64859.0
0,40.0,13.0,19.0,0,40.0,0,0,0,0,0,64859.0
0,40.0,16.0,10.0,0,44.0,0,0,1,0,0,59454.0
1,37.5,5.0,8.0,0,29.0,0,0,1,0,0,39254.0
0,39.0,1.0,18.0,0,23.0,0,1,0,0,0,36664.0
0,38.0,7.0,18.0,0,31.0,1,0,0,0,0,48644.0
0,36.0,3.0,19.0,0,27.0,0,0,0,0,0,57287.0
0,40.399014778325125,22.0,12.0,0,49.0,0,0,0,0,1,121010.0
0,37.5,5.0,16.0,0,25.0,1,1,0,0,0,49722.0
1,38.0,0.0,14.0,0,25.0,1,0,0,0,1,39876.0
0,30.0,13.0,12.0,1,35.0,0,0,0,0,0,10468.0
0,45.0,2.0,14.0,1,28.0,1,0,0,0,0,35748.0
0,40.0,11.0,15.0,0,34.0,0,0,0,0,0,54964.0
1,41.0,1.0,10.0,0,25.0,0,0,1,0,0,70264.0
0,38.0,13.0,17.0,0,35.0,1,0,1,0,0,40440.0
0,40.0,0.0,24.0,0,28.0,0,0,0,0,0,58892.0
0,50.0,11.0,14.0,0,47.0,0,0,0,0,0,116333.0
0,40.0,4.0,21.0,1,27.0,0,0,0,0,0,71093.0
0,8.0,5.0,12.0,1,24.0,0,0,0,0,0,7704.0
0,45.0,1.0,20.0,0,30.0,0,0,0,0,0,51888.0
0,46.0,6.0,13.0,0,43.0,0,0,0,0,0,131761.0
0,32.0,0.0,14.0,0,29.0,0,0,0,0,0,34368.0
0,40.0,3.0,12.0,0,28.0,1,0,0,0,1,45372.0
0,40.0,6.0,23.0,0,36.0,0,1,0,0,1,51030.0
0,50.0,8.0,18.0,0,32.0,0,0,0,0,0,67178.0
0,55.0,19.0,16.0,0,36.0,1,0,0,0,0,61872.0
0,42.0,7.0,12.0,0,29.0,0,0,0,0,0,31128.0
0,40.0,3.0,8.0,1,24.0,1,0,0,0,0,76339.0
0,40.0,18.0,16.0,0,38.0,0,1,0,0,1,80202.0
0,40.0,5.0,15.0,0,28.0,0,1,0,0,0,52704.0
0,39.0,0.0,20.0,0,28.0,0,0,0,0,0,43992.0
0,37.5,7.0,14.0,0,26.0,0,1,0,0,0,105884.0
1,50.0,9.0,5.0,0,36.0,0,0,0,0,0,163559.0
0,55.0,12.0,10.0,0,32.0,1,1,0,0,1,116333.0
0,40.0,12.0,14.0,0,31.0,0,1,0,0,1,57480.0
0,45.0,31.0,8.0,1,47.0,1,0,0,0,0,77831.0
0,37.5,4.0,27.0,0,31.0,0,1,0,0,0,65424.0
0,37.0,10.0,14.0,0,32.0,0,0,0,0,0,80141.0
0,40.0,6.0,17.0,0,32.0,0,1,0,0,1,64859.0
1,40.0,16.0,11.0,0,35.0,0,0,0,0,0,34356.0
0,39.5,4.0,15.0,0,28.0,1,0,0,0,0,61870.0
1,36.0,6.0,30.0,1,36.0,0,0,0,0,0,68695.0
1,39.0,8.0,11.0,0,30.0,0,0,0,0,0,63816.0
0,40.0,6.0,9.0,0,25.0,0,0,0,0,0,104678.0
0,40.0,8.0,20.0,0,30.0,0,1,0,0,0,38496.0
0,38.0,0.0,14.0,0,21.0,0,0,0,0,0,37128.0
0,39.38520408163265,6.0,14.0,1,27.0,0,0,0,0,0,88223.0
0,42.0,2.0,10.0,0,22.0,0,0,1,0,0,45803.0
0,40.0,6.0,14.0,0,23.0,0,1,0,0,0,41244.0
0,39.0,19.0,8.0,1,43.0,0,0,0,0,0,56142.0
0,40.0,15.0,14.0,0,41.0,1,0,1,0,0,68745.0
0,40.0,7.0,9.0,0,29.0,0,1,0,0,0,85397.0
0,40.0,3.0,11.0,0,25.0,0,0,0,0,0,71966.0
0,37.5,10.0,7.0,0,32.0,0,1,0,0,0,65672.0
0,40.0,7.0,9.0,0,32.0,0,0,0,0,0,69800.0
0,40.0,8.0,15.0,0,42.0,0,1,0,0,0,113503.0
0,40.0,13.0,9.0,0,37.0,1,0,0,0,1,41244.0
1,35.0,20.0,7.0,0,40.0,0,0,0,0,0,52339.0
1,39.91538461538462,14.0,10.0,0,33.0,0,0,0,0,0,64620.0
0,20.0,4.0,19.0,0,31.0,0,0,0,0,0,10116.0
0,50.0,6.0,15.0,0,25.0,0,0,0,0,0,91606.0
0,45.0,8.0,25.0,0,34.0,0,0,0,0,0,91660.0
1,37.5,8.0,34.0,0,45.0,0,0,0,1,0,52339.0
0,40.0,2.0,11.0,0,24.0,0,0,0,0,0,49725.0
0,40.0,5.0,18.0,0,30.0,1,0,0,1,0,84019.0
0,37.5,5.0,15.0,0,34.0,1,1,0,0,0,61071.0
0,50.0,7.0,14.0,0,24.0,0,0,0,0,0,61071.0
1,40.0,3.0,16.0,0,32.0,0,0,0,0,0,70264.0
0,60.0,1.0,20.0,0,24.0,0,0,0,0,0,24744.0
0,37.0,13.0,11.0,0,32.0,1,1,0,0,1,54289.0
0,50.0,4.0,15.0,0,31.0,0,0,0,0,1,52932.0
0,14.0,2.0,9.0,1,31.0,0,0,0,0,0,9084.0
0,35.0,6.0,18.0,0,29.0,0,0,0,0,0,43895.0
0,48.0,8.0,11.0,0,34.0,0,0,0,0,0,90758.0
0,40.0,3.0,13.0,0,28.0,0,0,0,0,0,63016.0
0,37.0,2.0,11.0,0,21.0,0,1,0,0,0,34368.0
0,40.0,6.0,19.0,0,31.0,0,0,0,0,0,93067.0
0,40.0,12.0,12.0,0,37.0,0,1,0,0,0,58368.0
0,45.0,8.0,14.0,1,43.0,0,0,0,0,0,86478.0
0,37.5,12.0,5.0,1,32.0,0,0,0,0,0,77556.0
1,40.0,3.0,13.0,0,23.0,0,0,0,0,0,11004.0
0,37.5,17.0,7.0,0,42.0,0,0,0,0,0,81780.0
0,40.0,14.0,10.0,0,37.0,0,1,0,0,0,83236.0
0,35.0,1.0,17.0,0,24.0,0,1,0,0,0,37834.0
1,42.0,7.0,16.0,0,29.0,1,0,0,0,1,48120.0
0,40.0,9.0,15.0,0,31.0,0,1,0,0,0,43513.0
0,38.0,4.0,15.0,0,24.0,0,0,0,0,0,52704.0
0,22.0,12.0,8.0,0,40.0,0,1,0,0,1,38778.0
0,40.0,6.0,15.0,0,27.0,1,0,0,0,0,58433.0
1,35.0,26.0,10.0,1,49.0,0,0,0,0,0,161550.0
0,50.0,10.0,10.0,0,33.0,0,0,0,0,1,92964.0
0,45.0,9.0,15.0,0,31.0,0,0,0,1,0,32424.0
1,40.0,13.0,14.0,0,37.0,0,0,0,0,1,45797.0
0,40.0,2.0,8.0,0,29.0,0,1,1,0,0,32424.0
0,40.0,7.0,18.0,1,30.0,0,1,0,0,0,66132.0
0,40.0,5.0,13.0,0,26.0,0,0,0,0,1,45803.0
0,45.0,9.0,13.0,0,36.0,1,0,0,0,0,41510.0
1,45.0,4.0,16.0,0,34.0,1,0,0,0,0,45797.0
0,40.0,4.0,32.0,0,35.0,1,0,0,0,0,76339.0
0,38.0,11.0,11.0,0,31.0,1,0,1,0,0,71093.0
1,40.0,3.0,13.0,0,24.0,0,0,1,0,0,54996.0
0,35.0,25.0,20.0,0,59.0,0,1,1,0,0,64630.0
1,20.0,8.0,12.0,0,26.0,0,0,0,0,0,55836.0
0,36.0,10.0,23.0,0,36.0,0,0,0,0,0,60535.0
0,42.0,11.0,14.0,0,34.0,1,0,0,0,0,101649.0
0,40.0,3.0,13.0,0,26.0,0,1,0,0,0,40459.0
0,40.0,10.0,13.0,1,32.0,0,0,0,0,0,74474.0
0,39.38520408163265,4.0,18.0,0,26.0,1,1,0,0,0,58236.0
0,40.0,12.0,12.0,0,32.0,0,0,0,0,0,84019.0
0,36.0,6.0,16.0,0,27.0,0,1,0,0,0,25944.0
0,50.0,13.0,10.0,0,35.0,1,1,0,0,1,126032.0
0,45.0,8.0,8.0,1,34.0,0,0,0,0,0,83972.0
0,32.0,4.0,14.0,0,24.0,0,0,0,0,1,23782.0
1,40.0,0.0,16.0,0,22.0,0,0,0,0,0,30535.0
0,37.0,18.0,16.0,0,39.0,0,0,0,0,0,75669.0
0,32.0,6.0,8.0,1,40.0,0,0,0,0,0,41244.0
1,38.0,4.0,15.0,0,28.0,0,0,0,0,0,23928.0
1,37.5,6.0,9.0,0,31.0,0,0,0,0,0,74583.0
0,44.0,0.0,12.0,0,21.0,0,0,0,0,1,31403.0
0,40.0,16.0,18.0,0,38.0,0,0,0,0,0,48900.0
0,40.0,2.0,20.0,1,25.0,0,1,0,0,0,19085.0
0,37.0,7.0,21.0,0,30.0,0,0,0,0,1,54996.0
0,40.13716814159292,11.0,15.0,0,35.0,1,1,0,0,0,56142.0
0,40.0,28.0,11.0,1,52.0,1,0,0,0,0,59454.0
0,45.0,20.0,13.0,0,39.0,0,1,0,0,0,197579.0
0,32.0,8.0,20.0,0,32.0,1,0,0,0,0,80202.0
0,35.0,11.0,9.0,0,36.0,1,1,0,0,0,54480.0
0,40.0,4.0,11.0,0,26.0,0,0,0,0,0,91593.0
0,45.0,16.0,6.0,0,44.0,0,0,0,0,1,64860.0
0,40.0,10.0,9.0,0,32.0,0,0,0,0,0,68745.0
0,37.5,4.0,14.0,0,24.0,0,0,0,0,0,45797.0
0,37.0,6.0,11.0,0,28.0,0,0,1,0,0,45372.0
0,40.0,1.0,19.0,0,25.0,0,0,0,0,0,29730.0
0,35.0,4.0,13.0,0,29.0,0,1,0,0,0,65424.0
0,40.0,0.0,13.0,0,26.0,1,1,0,0,0,52339.0
1,35.0,8.0,10.0,0,33.0,0,0,0,0,0,38778.0
0,32.0,9.0,8.0,0,30.0,1,0,0,0,0,49296.0
0,42.0,13.0,8.0,1,34.0,0,1,0,0,0,77832.0
0,30.0,14.0,8.0,0,29.0,0,0,0,0,0,43538.0
0,40.0,5.0,8.0,0,31.0,1,0,0,0,1,57287.0
0,60.0,5.0,16.0,0,26.0,0,1,0,0,0,68748.0
0,40.0,20.0,9.0,0,46.0,1,0,1,0,0,68705.0
0,40.0,2.0,28.0,0,37.0,0,1,1,0,0,42804.0
0,36.25,3.0,20.0,0,28.0,0,0,0,0,0,45830.0
0,72.5,10.0,21.0,0,42.0,1,0,0,0,0,55345.0
0,60.0,21.0,6.0,0,38.0,1,1,0,0,0,62045.0
0,30.0,16.0,9.0,0,46.0,0,1,0,0,0,71601.0
0,40.0,5.0,16.0,0,29.0,0,0,1,0,0,18319.0
0,24.0,7.0,12.0,0,31.0,0,0,0,0,1,45396.0
1,35.0,28.0,17.0,0,53.0,0,0,0,0,0,57287.0
0,46.0,8.0,15.0,0,28.0,0,0,0,0,1,57287.0
0,40.0,3.0,22.0,0,29.0,0,0,0,0,0,42567.0
0,35.0,7.0,12.0,0,29.0,1,0,0,0,0,59006.0
0,40.0,3.0,21.0,0,27.0,0,0,0,0,0,33000.0
0,30.0,9.0,20.0,0,31.0,0,0,0,0,1,54996.0
0,50.0,7.0,16.0,1,24.0,0,0,0,0,0,78508.0
1,39.0,2.0,15.0,1,25.0,0,0,0,0,0,68745.0
1,42.0,20.0,13.0,0,43.0,0,0,0,0,0,54996.0
0,40.0,10.0,15.0,0,35.0,0,0,0,0,0,137409.0
1,60.0,20.0,30.0,0,51.0,0,1,1,0,0,65424.0
0,38.0,22.0,10.0,0,48.0,0,0,0,0,0,69800.0
0,16.0,11.0,16.0,1,36.0,0,0,0,0,0,58368.0
0,16.0,7.0,12.0,0,29.0,0,1,0,0,0,18156.0
0,16.0,1.0,23.0,0,26.0,1,0,0,1,0,11900.0
0,30.0,5.0,15.0,0,31.0,0,1,0,0,0,114575.0
0,45.0,5.0,17.0,0,23.0,1,0,0,0,0,28786.0
0,37.5,4.0,13.0,0,22.0,1,1,0,0,0,51704.0
0,50.0,25.0,25.0,0,55.0,1,0,0,0,0,77832.0
0,37.5,17.0,14.0,0,45.0,0,0,0,0,0,71345.0
1,42.0,1.0,18.0,0,26.0,1,1,0,0,0,46976.0
0,60.0,27.0,9.0,0,46.0,0,0,0,0,0,64287.0
0,40.0,8.0,15.0,0,34.0,0,0,1,0,0,38916.0
0,58.0,12.0,7.0,1,31.0,1,0,0,0,0,81348.0
1,40.0,5.0,18.0,0,30.0,0,0,0,0,0,87896.0
0,44.0,5.0,16.0,0,27.0,0,1,0,0,1,43180.0
0,40.0,5.0,14.0,0,25.0,0,1,0,0,0,35518.0
0,40.0,13.0,14.0,0,31.0,1,0,1,0,0,60967.0
0,40.0,2.0,16.0,0,23.0,0,0,0,0,0,41077.0
0,35.0,13.0,12.0,1,40.0,0,0,0,0,0,58368.0
0,40.0,6.0,12.0,1,29.0,0,0,0,0,0,73507.0
1,39.0,4.0,12.0,1,22.0,0,0,0,0,0,47563.0
0,39.91538461538462,8.0,12.0,1,31.0,1,0,0,0,0,6480.0
0,37.5,3.0,12.0,0,24.0,0,0,0,0,1,46976.0
1,40.0,9.0,15.0,0,35.0,1,0,0,0,0,137490.0
0,39.5936329588015,10.0,16.0,0,31.0,0,0,0,0,0,53616.0
1,50.0,10.0,21.0,0,33.0,0,1,0,0,1,92806.0
1,40.0,13.0,9.0,0,38.0,0,1,0,0,0,64859.0
0,35.0,2.0,14.0,0,32.0,0,1,0,0,0,28116.0
1,40.0,3.0,21.0,0,23.0,0,0,0,0,0,48413.0
0,40.0,6.0,15.0,1,33.0,0,1,0,0,0,57287.0
0,40.0,8.0,17.0,1,27.0,1,1,0,0,0,28188.0
1,40.0,5.0,12.0,0,35.0,1,0,1,0,0,64859.0
1,45.0,6.0,13.0,0,24.0,0,1,0,0,0,108098.0
0,45.0,16.0,13.0,0,41.0,0,0,0,0,0,21720.0
0,40.0,3.0,21.0,0,30.0,0,0,0,0,0,27492.0
