OrgSize_Empl219,WorkWeekHrs,YearsCodePro,Age1stCode,Country_Canada,Age,JobFactors_Idealist,LanguageWorkedWith_C,Country_Netherlands,Country_Finland,Country_France,ConvertedComp
0,40.0,7.0,12.0,0,28.0,0,0,0,0,0,91593.0
0,37.5,0.0,40.0,0,44.0,0,0,0,0,0,34368.0
0,40.0,10.0,8.0,0,29.0,1,0,0,0,1,52339.0
0,40.0,1.0,16.0,0,26.0,0,0,0,0,0,34352.0
1,50.0,5.0,13.0,0,27.0,1,0,0,0,0,63778.0
0,40.0,3.0,9.0,1,24.0,0,0,0,0,0,25980.0
1,40.0,2.0,16.0,0,21.0,0,0,0,0,0,33227.0
0,60.0,16.0,16.0,0,35.0,0,0,0,0,0,89368.0
0,40.0,4.0,12.0,0,23.0,0,0,0,1,0,66796.0
0,40.0,10.0,15.0,0,43.0,1,0,0,0,0,50376.0
0,10.0,20.0,13.0,0,39.0,0,0,0,0,0,83194.0
0,38.0,5.0,21.0,0,26.0,1,1,0,0,0,56657.0
0,40.0,8.0,12.0,0,33.0,0,0,0,1,0,65470.0
0,40.0,0.0,16.0,1,30.0,1,0,0,0,0,45830.0
0,40.0,2.0,22.0,0,27.0,0,0,0,1,0,45830.0
1,30.0,4.0,15.0,0,33.0,0,0,0,0,0,51559.0
0,35.0,3.0,17.0,0,24.0,0,0,1,0,0,19524.0
0,40.0,35.0,15.0,0,56.0,0,0,0,0,1,74474.0
0,8.0,3.0,14.0,0,27.0,1,1,0,0,0,19248.0
0,55.0,27.0,15.0,0,49.0,0,0,0,0,1,75240.0
0,40.0,6.0,15.0,0,30.0,1,0,1,0,0,75619.0
0,45.0,5.0,14.0,0,27.0,0,1,0,0,1,51559.0
0,40.0,0.0,16.0,0,20.0,0,0,0,0,0,27492.0
0,40.0,3.0,5.0,1,33.0,0,0,0,0,0,53616.0
0,40.0,12.0,15.0,0,34.0,0,0,0,0,0,57744.0
0,38.0,10.0,8.0,1,30.0,0,1,0,0,0,63592.0
0,40.0,4.0,12.0,0,23.0,1,1,0,0,0,36324.0
1,40.0,3.0,19.0,0,33.0,1,1,0,0,0,106874.0
0,40.0,21.0,12.0,0,45.0,0,0,0,0,0,171762.0
0,39.0,0.0,14.0,1,22.0,1,0,0,0,0,36432.0
1,37.5,0.0,17.0,1,34.0,1,0,0,0,0,46533.0
0,35.0,9.0,13.0,0,31.0,0,0,0,0,0,130847.0
0,38.55821205821206,5.0,13.0,0,27.0,0,0,0,0,0,64630.0
0,40.0,2.0,15.0,0,28.0,1,0,0,0,1,41247.0
0,40.0,21.0,7.0,0,41.0,1,0,0,1,0,116333.0
0,40.0,5.0,15.0,0,31.0,1,1,0,0,0,78508.0
0,50.0,5.0,32.0,0,44.0,0,1,0,0,1,45241.0
1,8.0,3.0,15.0,0,32.0,0,0,0,0,0,68745.0
0,33.0,11.0,10.0,0,31.0,1,0,0,0,0,62892.0
0,37.5,3.0,13.0,0,26.0,0,0,0,0,0,60648.0
0,50.0,8.0,12.0,0,44.0,0,1,0,0,1,163559.0
0,40.0,29.0,12.0,0,49.0,0,0,0,0,0,71093.0
0,35.0,26.0,13.0,0,51.0,1,0,0,0,0,91883.0
0,6.0,15.0,12.0,0,35.0,0,0,0,0,0,109992.0
0,40.0,4.0,16.0,1,24.0,0,0,0,0,0,102112.0
0,50.0,20.0,15.0,0,40.0,1,0,0,0,0,84312.0
0,38.5,16.0,15.0,0,42.0,0,1,1,0,0,72182.0
0,40.0,8.0,16.0,0,34.0,1,0,0,0,0,112456.0
0,40.0,0.0,19.0,0,27.0,0,0,0,0,0,57287.0
1,40.0,10.0,15.0,1,57.0,1,0,0,0,0,80136.0
1,40.0,20.0,10.0,0,39.0,0,0,0,0,0,41871.0
0,40.0,8.0,14.0,0,33.0,0,1,0,0,0,67021.0
0,38.0,5.0,16.0,1,22.0,0,0,0,0,0,47563.0
0,37.0,7.0,8.0,0,41.0,0,0,0,0,0,40563.0
0,37.5,4.0,16.0,0,23.0,0,1,0,0,0,43180.0
0,45.0,3.0,8.0,1,36.0,0,0,0,0,0,68748.0
0,40.0,13.0,12.0,0,49.0,1,1,0,0,0,73328.0
0,50.0,15.0,15.0,0,35.0,0,0,0,0,1,171862.0
0,37.0,13.0,14.0,0,32.0,0,0,0,0,0,98135.0
0,55.0,14.0,10.0,0,36.0,0,1,0,0,0,160405.0
0,30.0,4.0,11.0,1,25.0,0,0,0,0,0,34368.0
0,16.0,5.0,15.0,1,25.0,1,0,0,0,0,12850.0
0,40.0,18.0,12.0,0,43.0,0,0,0,0,0,97389.0
0,37.5,7.0,15.0,0,30.0,0,0,0,0,0,37816.0
0,40.0,13.0,4.0,0,35.0,1,0,0,0,0,114575.0
1,20.0,4.0,16.0,0,27.0,0,0,1,0,0,20628.0
0,40.0,12.0,10.0,0,31.0,1,0,0,0,0,91883.0
0,36.0,15.0,10.0,0,33.0,1,0,1,0,0,71966.0
0,40.0,3.0,15.0,0,26.0,0,0,0,0,0,68705.0
0,40.0,11.0,16.0,0,38.0,1,0,0,0,0,73328.0
0,40.0,10.0,17.0,0,28.0,1,0,0,0,0,38916.0
0,40.0,14.0,8.0,0,46.0,0,0,0,0,0,69581.0
1,37.0,11.0,7.0,0,26.0,0,0,0,0,0,45142.0
0,38.0,2.0,16.0,1,24.0,1,0,0,0,0,48644.0
0,42.0,6.0,15.0,1,29.0,0,0,0,0,0,75669.0
1,30.0,1.0,18.0,0,28.0,0,1,0,0,1,50413.0
0,38.0,8.0,7.0,0,34.0,1,1,0,0,0,54480.0
0,45.0,1.0,17.0,0,22.0,1,0,1,0,0,90482.0
0,46.0,9.0,12.0,0,38.0,0,1,0,0,0,74474.0
1,45.0,18.0,11.0,0,47.0,0,0,0,0,0,30095.0
0,55.0,4.0,12.0,0,27.0,0,0,0,0,0,50592.0
0,40.0,11.0,19.0,0,33.0,0,0,0,0,0,35028.0
0,18.0,2.0,18.0,0,24.0,1,1,0,0,0,16860.0
0,40.0,6.0,15.0,0,26.0,0,0,0,0,1,54049.0
1,39.0,8.0,8.0,0,28.0,1,0,0,0,0,63016.0
0,40.0,2.0,14.0,0,22.0,0,1,0,0,0,171850.0
0,40.0,1.0,13.0,1,22.0,1,1,0,0,0,46533.0
0,45.0,30.0,14.0,0,55.0,1,1,1,0,0,68705.0
0,40.0,18.0,10.0,0,44.0,0,0,0,0,0,71966.0
0,35.0,3.0,14.0,1,26.0,0,1,0,0,0,64287.0
0,48.0,21.0,14.0,0,43.0,0,0,0,0,1,65304.0
0,40.0,8.0,11.0,0,31.0,1,1,0,0,0,120304.0
0,39.0,3.0,18.0,0,21.0,0,0,0,0,0,24156.0
0,39.0,3.0,15.0,1,30.0,1,0,0,0,0,58368.0
1,36.0,3.0,12.0,0,25.0,0,1,0,0,0,54049.0
0,47.0,2.0,13.0,0,33.0,0,1,0,0,0,57287.0
0,40.0,1.0,24.0,0,29.0,0,1,0,0,1,35748.0
1,40.0,5.0,14.0,0,31.0,0,1,0,0,0,80202.0
0,45.0,7.0,12.0,0,27.0,0,0,0,0,0,83742.0
0,45.0,4.0,15.0,0,32.0,0,0,0,0,0,52339.0
0,38.0,26.0,17.0,0,52.0,0,0,0,0,1,37212.0
0,40.0,6.0,20.0,0,42.0,0,0,1,0,0,35900.0
0,19.0,4.0,15.0,0,23.0,0,0,0,0,0,15120.0
0,40.0,4.0,10.0,0,21.0,0,1,0,0,0,19452.0
1,40.0,11.0,16.0,0,30.0,0,0,0,0,0,55128.0
0,48.0,37.0,19.0,0,63.0,0,0,0,0,0,168037.0
0,39.0,2.0,29.0,0,33.0,0,0,0,0,0,47105.0
1,40.0,2.0,18.0,0,24.0,1,0,0,0,1,51704.0
1,40.0,3.0,26.0,0,29.0,0,0,0,0,0,34352.0
0,40.0,9.0,14.0,0,35.0,0,1,0,0,1,114575.0
0,36.0,3.0,20.0,0,27.0,0,1,0,0,0,53850.0
0,8.0,15.0,7.0,0,36.0,0,1,0,0,0,54996.0
0,40.0,12.0,7.0,0,36.0,0,0,0,0,0,97389.0
0,40.0,15.0,10.0,0,41.0,0,0,0,0,0,49296.0
0,40.0,3.0,23.0,0,31.0,0,0,0,0,1,47436.0
0,32.0,21.0,13.0,0,39.0,0,1,0,0,1,51704.0
1,37.25,10.0,18.0,0,28.0,1,0,0,0,1,45797.0
1,37.0,11.0,12.0,0,34.0,0,0,0,0,0,70995.0
0,32.0,1.0,14.0,0,23.0,0,0,1,0,0,23232.0
0,40.0,5.0,18.0,0,31.0,0,0,0,0,1,35028.0
0,30.0,25.0,15.326732673267326,0,58.0,0,0,0,0,0,54288.0
0,40.0,3.0,15.0,0,22.0,1,1,0,0,1,56142.0
0,37.0,3.0,19.0,0,40.0,0,0,0,0,0,49160.0
0,35.0,3.0,9.0,0,20.0,0,1,0,0,0,82488.0
0,40.0,5.0,12.0,0,29.0,0,0,0,0,0,59579.0
0,40.0,3.0,18.0,0,26.0,0,0,0,0,1,52548.0
0,38.0,2.0,20.0,0,27.0,0,0,0,0,1,47436.0
0,40.0,15.0,12.0,0,39.0,1,0,0,0,0,91883.0
0,40.0,15.0,10.0,0,39.0,0,0,0,0,1,48865.0
1,45.0,8.0,17.0,1,30.0,0,0,0,0,0,106874.0
1,40.0,6.0,12.0,0,25.0,0,1,0,0,0,45830.0
0,35.0,3.0,15.0,0,31.0,0,0,0,0,0,75564.0
0,32.0,5.0,19.0,0,38.0,1,0,0,0,0,67368.0
1,34.0,13.0,15.0,0,36.0,0,0,0,0,0,71966.0
1,40.0,0.0,13.0,0,22.0,0,0,0,0,0,33000.0
0,45.0,3.0,16.0,0,28.0,0,0,0,0,0,24648.0
0,30.0,8.0,15.0,0,29.0,0,0,0,0,0,32424.0
0,35.0,15.0,15.0,0,39.0,0,0,0,0,0,86220.0
0,40.0,10.0,12.0,0,29.0,1,0,0,0,0,62691.0
0,40.0,0.0,12.0,0,30.0,0,1,0,0,0,69891.0
0,37.0,15.0,7.0,0,39.0,0,0,0,0,0,25852.0
0,45.0,3.0,13.0,1,26.0,1,0,0,0,0,56211.0
1,60.0,5.0,10.0,1,34.0,0,0,0,0,0,51888.0
0,35.0,4.0,19.0,0,26.0,0,0,0,0,1,35849.0
0,35.0,15.0,12.0,0,36.0,0,0,0,0,0,65424.0
0,40.0,15.0,16.0,0,38.0,0,0,1,0,0,106874.0
1,40.0,15.0,14.0,0,37.0,0,1,1,0,0,12.0
0,35.0,32.0,19.0,0,54.0,0,0,0,0,0,78657.0
0,35.0,22.0,12.0,0,46.0,0,0,0,0,0,74474.0
1,45.0,2.0,15.0,0,24.0,0,1,1,0,0,41640.0
0,40.0,4.0,9.0,0,26.0,0,0,0,0,0,183216.0
0,40.0,16.0,20.0,0,40.0,0,1,1,0,0,58428.0
1,40.0,8.0,16.0,0,32.0,1,0,0,0,0,45803.0
0,34.0,6.0,14.0,0,26.0,1,0,0,0,1,68745.0
0,45.0,14.0,16.0,1,35.0,0,1,0,0,0,103117.0
0,20.0,14.0,14.0,0,30.0,0,0,0,1,0,68745.0
0,50.0,18.0,4.0,0,39.0,0,0,0,0,0,82695.0
0,16.0,10.0,14.0,0,30.0,0,1,1,0,0,20628.0
0,50.0,7.0,16.0,0,33.0,0,1,0,0,0,49620.0
0,40.0,12.0,6.0,1,35.0,0,0,0,0,0,91660.0
0,45.0,7.0,12.0,1,27.0,0,0,0,0,0,74474.0
0,23.0,35.0,13.0,0,53.0,1,0,0,0,0,129720.0
0,40.0,40.0,15.0,0,59.0,0,0,0,0,0,76339.0
0,60.0,10.0,19.0,0,30.0,0,1,0,0,1,131761.0
0,39.0,25.0,12.0,1,50.0,0,0,0,0,0,45797.0
0,39.5,10.0,13.0,0,38.0,0,1,0,0,0,39254.0
0,40.0,7.0,15.0,0,28.0,1,1,0,0,0,74474.0
1,40.0,6.0,19.0,0,29.0,0,0,0,0,0,63016.0
1,39.0,9.0,6.0,0,36.0,0,0,0,0,1,107949.0
0,32.0,2.0,14.0,0,25.0,1,0,0,0,0,34236.0
1,40.0,1.0,20.0,0,24.0,0,0,0,0,0,48121.0
0,40.0,4.0,16.0,0,28.0,0,0,0,1,0,63016.0
0,32.0,38.0,22.0,0,64.0,0,0,0,0,0,131761.0
0,37.5,6.0,7.0,0,27.0,0,1,0,0,0,39252.0
0,40.0,16.0,14.0,0,36.0,0,1,1,0,0,54480.0
0,50.0,2.0,14.0,0,25.0,0,1,0,0,0,46536.0
0,39.0,8.0,14.0,0,34.0,0,1,0,0,0,66453.0
0,35.0,19.0,16.0,1,42.0,0,1,0,0,0,54996.0
1,40.0,5.0,13.0,0,22.0,0,1,0,0,0,34368.0
0,38.5,3.0,12.0,1,21.0,0,1,0,0,0,48120.0
1,40.0,7.0,14.0,0,32.0,1,0,0,0,0,65308.0
0,55.0,18.0,8.0,1,38.0,0,0,0,0,0,41871.0
0,60.0,13.0,10.0,0,37.0,0,0,0,0,0,85051.0
1,35.0,2.0,19.0,0,25.0,0,0,0,0,0,36324.0
0,38.0,16.0,16.0,0,34.0,0,0,1,0,0,108846.0
0,39.0,6.0,20.0,0,29.0,0,0,0,0,1,49119.0
0,45.0,8.0,17.0,0,57.0,0,0,0,0,0,73285.0
0,40.0,2.0,27.0,0,30.0,1,0,0,0,1,44320.0
0,40.0,6.0,12.0,0,32.0,0,1,0,0,0,62697.0
0,32.0,4.0,17.0,1,28.0,1,0,0,0,0,65424.0
1,39.0,6.0,14.0,0,29.0,0,1,0,0,0,44320.0
0,40.0,26.0,15.0,0,48.0,1,1,0,0,0,82494.0
1,60.0,0.0,24.0,1,25.0,0,0,0,0,0,32712.0
0,8.0,6.0,16.0,0,22.0,0,0,0,0,1,6192.0
0,40.0,21.0,14.0,0,42.0,0,0,0,0,0,68745.0
1,40.0,2.0,22.0,0,26.0,0,1,0,0,1,54455.0
0,40.0,5.0,12.0,0,25.0,1,0,1,0,0,73328.0
0,40.0,5.0,14.0,0,28.0,0,0,0,0,1,57287.0
0,25.0,25.0,10.0,1,46.0,0,0,0,0,0,104678.0
1,40.0,1.0,13.0,0,24.0,0,1,0,0,0,44488.0
0,40.0,16.0,14.0,0,35.0,0,1,0,0,1,59454.0
0,45.0,8.0,11.0,0,34.0,1,0,0,0,0,135123.0
0,36.0,5.0,18.0,0,26.0,1,0,0,0,1,29148.0
0,60.0,10.0,16.0,0,34.0,0,0,0,1,0,130850.0
0,40.0,9.0,15.0,0,32.0,0,0,0,1,0,9681.0
1,40.0,10.0,14.0,0,35.0,0,0,0,0,0,42393.0
0,50.0,4.0,13.0,0,32.0,0,0,0,0,0,26352.0
0,40.12162162162162,9.0,26.0,0,35.0,0,0,0,0,1,57292.0
0,55.0,35.0,15.0,1,56.0,0,0,0,0,0,129718.0
1,35.0,26.0,10.0,0,48.0,1,0,0,0,1,79413.0
0,40.0,5.0,8.0,0,31.0,1,1,0,0,0,70264.0
0,32.0,10.0,12.0,0,32.0,0,1,0,0,1,49500.0
1,40.0,0.0,14.0,0,26.0,1,1,0,0,0,95097.0
1,40.0,3.0,13.0,0,27.0,0,0,0,0,0,50388.0
0,37.0,2.0,13.0,0,34.0,0,0,0,1,0,72522.0
1,35.0,10.0,12.0,0,35.0,0,0,0,0,0,32712.0
1,35.0,21.0,4.0,0,41.0,0,0,0,0,1,71966.0
1,40.0,5.0,17.0,1,38.0,0,0,0,0,0,75669.0
1,40.0,7.0,15.0,0,32.0,1,1,0,0,1,75669.0
0,40.0,2.0,22.0,1,29.0,1,1,0,0,0,53437.0
0,9.0,19.0,14.0,0,44.0,0,0,1,0,0,68745.0
0,32.0,26.0,16.0,0,55.0,0,1,0,0,0,86478.0
0,40.0,2.0,26.0,0,29.0,0,0,0,0,0,38916.0
0,36.0,4.0,16.0,1,30.0,0,0,0,0,0,128573.0
0,40.0,10.0,10.0,0,40.0,0,0,0,1,0,11451.0
0,37.5,2.0,15.0,0,20.0,0,1,0,0,0,26169.0
1,50.0,2.0,20.0,0,26.0,0,0,0,0,0,100752.0
1,40.0,6.0,10.0,0,35.0,1,0,0,0,0,59454.0
0,40.0,0.0,18.0,0,32.0,0,1,0,0,0,37237.0
0,37.5,5.0,17.0,0,26.0,0,0,0,0,0,45797.0
0,45.0,10.0,14.0,0,30.0,0,0,0,0,0,143699.0
0,44.0,10.0,16.0,1,47.0,0,0,0,0,0,116866.0
1,45.0,12.0,15.0,1,33.0,0,1,0,0,0,71966.0
0,40.0,37.0,17.0,1,57.0,0,0,0,0,0,137490.0
0,40.0,8.0,10.0,0,29.0,1,1,0,0,0,97389.0
1,40.0,3.0,20.0,0,26.0,0,0,1,0,0,35546.0
0,40.0,8.0,14.0,0,29.0,0,0,0,0,0,37816.0
1,40.0,3.0,21.0,1,28.0,0,0,0,0,0,42656.0
0,40.0,12.0,10.0,0,38.0,0,0,0,0,0,65424.0
1,37.5,4.0,13.0,0,28.0,0,0,0,0,0,36637.0
0,39.0,2.0,15.0,0,21.0,0,0,0,0,0,34372.0
0,40.0,5.0,16.0,0,27.0,0,0,0,0,0,57744.0
0,40.0,5.0,16.0,0,28.0,0,0,0,0,0,63016.0
0,40.0,11.0,7.0,0,29.0,0,0,0,0,0,64630.0
0,40.0,2.0,14.0,0,22.0,0,0,0,0,0,31403.0
0,30.0,15.0,12.077134986225895,0,50.0,0,0,0,0,0,114575.0
0,35.0,0.0,31.0,0,35.0,0,1,0,0,0,34591.0
0,50.0,21.0,12.0,0,47.0,1,1,1,0,0,62697.0
0,40.0,5.0,6.0,0,32.0,0,0,1,0,0,54996.0
0,40.0,10.0,11.0,0,43.0,0,0,0,0,0,68748.0
0,40.0,5.0,18.0,0,32.0,0,1,0,0,0,52428.0
0,50.0,6.0,17.0,0,26.0,0,0,0,0,1,40101.0
0,45.0,4.0,14.0,0,22.0,0,0,0,0,0,57573.0
0,25.0,9.0,14.0,0,29.0,1,1,0,0,1,34260.0
0,40.0,0.0,20.0,1,23.0,1,1,0,0,0,16500.0
0,40.0,15.0,10.0,0,48.0,1,0,0,0,0,74474.0
0,35.0,5.0,22.0,1,32.0,0,1,0,0,0,51704.0
0,45.0,12.0,19.0,0,35.0,0,0,0,0,0,85931.0
0,45.0,6.0,11.0,0,24.0,0,0,0,0,0,68745.0
0,40.0,4.0,12.0,0,29.0,0,0,1,0,0,63016.0
0,47.0,6.0,10.0,0,31.0,0,0,0,0,0,59124.0
0,40.0,8.0,18.0,0,30.0,0,0,0,0,0,46482.0
0,40.0,3.0,17.0,0,25.0,0,1,0,0,0,50413.0
0,40.0,2.0,16.0,0,26.0,1,0,0,0,0,57287.0
0,40.0,1.0,16.0,0,24.0,0,0,0,0,0,38778.0
0,40.0,2.0,28.0,0,32.0,0,0,1,0,0,51888.0
0,45.0,20.0,20.0,0,45.0,1,0,0,0,0,45396.0
0,35.0,25.0,13.0,0,43.0,0,0,0,1,0,61872.0
0,60.0,3.0,11.0,0,31.0,0,1,0,0,0,35497.0
1,38.55821205821206,4.0,12.0,0,27.0,0,1,0,0,0,23376.0
0,40.0,5.0,13.0,1,29.0,1,1,0,0,0,62396.0
0,45.0,5.0,15.0,0,29.0,0,0,0,0,0,56172.0
0,35.0,4.0,18.0,0,27.0,0,0,1,0,0,30000.0
1,40.0,4.0,5.0,0,30.0,1,0,0,0,0,34900.0
1,40.0,10.0,7.0,1,43.0,0,0,0,0,0,81863.0
0,40.0,15.0,16.0,1,45.0,1,0,0,0,0,75631.0
0,40.0,3.0,15.0,0,25.0,0,0,0,0,1,19452.0
0,45.0,3.0,17.0,1,25.0,0,0,0,0,0,78912.0
0,40.0,12.0,7.0,0,44.0,0,1,1,0,0,60535.0
0,25.0,6.0,14.0,1,35.0,0,0,0,0,0,48120.0
0,40.0,10.0,8.0,1,37.0,0,0,0,0,0,80202.0
0,40.0,4.0,15.0,0,28.0,0,1,0,0,0,93067.0
1,40.0,7.0,8.0,0,25.0,0,0,1,0,0,26674.0
1,37.0,2.0,9.0,1,27.0,0,0,0,0,0,54455.0
1,39.38520408163265,3.0,16.0,0,28.0,1,0,0,0,0,38169.0
0,40.0,3.0,13.0,1,29.0,0,0,0,0,0,45241.0
1,30.0,1.0,13.0,0,23.0,0,1,0,0,0,68745.0
1,45.0,1.0,16.0,0,30.0,1,0,0,0,0,42804.0
0,40.0,1.0,16.0,0,21.0,0,1,0,0,0,67215.0
1,42.5,2.0,11.0,1,20.0,1,0,0,0,0,22244.0
0,45.0,3.0,16.0,0,26.0,1,1,0,0,0,45401.0
1,40.0,9.0,13.711840228245364,0,33.0,1,0,1,0,0,97389.0
0,40.0,0.0,15.0,0,20.0,0,0,0,0,1,28750.0
0,38.0,1.0,16.0,0,21.0,0,0,0,0,0,27492.0
1,40.0,5.0,14.0,0,22.0,0,0,0,0,0,34368.0
1,39.38520408163265,5.0,17.0,0,33.0,1,0,1,0,0,59934.0
1,50.0,3.0,19.0,0,27.0,0,1,1,0,0,79413.0
0,40.0,8.0,15.0,0,38.0,0,0,1,0,0,54049.0
1,36.0,2.0,18.0,0,26.0,0,0,0,0,0,27492.0
0,25.0,10.0,13.0,0,30.0,0,0,0,0,0,27492.0
0,44.0,6.0,12.0,0,23.0,1,0,0,0,0,38916.0
0,46.0,20.0,5.0,0,43.0,0,1,0,0,0,41748.0
0,40.0,30.0,14.0,0,51.0,0,0,0,1,0,127453.0
0,40.0,10.0,7.0,1,34.0,0,0,0,0,0,140007.0
1,40.0,6.0,11.0,0,24.0,1,0,0,0,1,38916.0
1,40.0,0.0,16.0,0,21.0,0,0,0,0,0,25944.0
0,35.0,21.0,14.0,0,52.0,0,0,0,0,0,136136.0
0,40.0,9.0,15.0,0,27.0,0,0,0,0,0,50868.0
0,40.0,10.0,12.0,0,29.0,1,1,0,0,0,49296.0
0,10.0,1.0,16.0,0,27.0,0,0,0,0,0,6600.0
0,40.0,5.0,10.0,1,40.0,0,0,0,0,0,71850.0
1,40.0,19.0,13.0,0,41.0,1,0,0,1,0,124887.0
0,40.0,23.0,9.0,0,43.0,0,1,0,0,1,31020.0
0,40.0,1.0,14.0,0,30.0,1,0,0,0,1,109992.0
1,37.5,30.0,12.0,0,52.0,0,0,0,0,0,147200.0
1,38.0,2.0,18.0,0,24.0,1,0,0,0,0,45830.0
0,50.0,7.0,10.0,0,26.0,0,0,0,0,0,85051.0
0,38.0,6.0,12.0,0,31.0,1,0,0,0,0,67452.0
0,40.0,13.0,15.0,1,32.0,0,0,0,0,0,54076.0
0,52.0,4.0,13.0,0,30.0,0,0,0,0,0,636.0
0,35.0,2.0,18.0,0,26.0,0,1,0,0,0,52339.0
1,55.0,6.0,19.0,0,24.0,1,0,0,0,0,77911.0
0,30.0,14.0,8.0,0,37.0,1,0,1,0,0,62807.0
0,37.5,2.0,22.0,0,32.0,0,1,0,0,0,48857.0
1,38.0,7.0,9.0,0,33.0,0,0,1,0,0,41363.0
0,40.0,10.0,10.0,0,33.0,0,0,0,0,0,57287.0
1,37.5,14.0,14.0,0,37.0,0,0,1,0,0,137350.0
1,45.0,0.0,25.0,0,39.0,1,0,0,0,0,51888.0
0,42.0,7.0,13.0,0,33.0,0,0,0,0,0,74474.0
0,42.0,3.0,13.0,0,26.0,0,1,0,0,0,31128.0
0,50.0,7.0,8.0,1,30.0,0,0,0,0,0,82488.0
0,40.0,0.0,25.0,0,26.0,0,0,0,0,0,57287.0
0,40.0,6.0,25.0,1,37.0,0,0,0,0,0,75669.0
0,37.5,7.0,16.0,0,42.0,0,0,0,0,0,58236.0
0,50.0,4.0,15.0,0,25.0,0,0,0,0,1,86478.0
0,39.38520408163265,7.0,15.0,0,29.0,0,1,0,0,1,48000.0
0,38.0,11.0,14.0,0,38.0,0,0,0,0,1,62807.0
0,45.0,9.0,16.0,0,33.0,0,0,0,0,1,63016.0
0,28.0,8.0,6.0,1,34.0,0,0,0,0,0,51888.0
0,30.0,8.0,8.0,0,31.0,1,0,0,0,0,38349.0
0,38.0,10.0,14.0,1,37.0,0,0,0,0,0,46976.0
0,35.0,7.0,15.0,0,36.0,1,1,0,0,0,110000.0
0,50.0,3.0,12.0,0,27.0,0,1,1,0,0,45830.0
1,40.0,2.0,12.0,0,29.0,1,0,0,0,0,106874.0
0,40.0,4.0,12.0,0,30.0,0,0,1,0,0,46752.0
0,42.0,0.0,14.0,0,23.0,1,1,0,0,1,27144.0
0,52.0,4.0,14.0,0,29.0,0,0,0,0,0,75631.0
1,40.0,7.0,18.0,0,29.0,0,0,0,0,0,32424.0
0,41.0,5.0,10.0,0,34.0,1,1,0,0,0,59579.0
0,35.0,1.0,17.0,0,23.0,0,0,0,0,0,57287.0
0,40.0,3.0,10.0,0,29.0,0,0,0,0,0,81074.0
0,42.0,12.0,16.0,0,38.0,0,0,0,0,0,75619.0
0,41.0,2.0,4.0,0,24.0,0,0,0,0,0,34372.0
1,60.0,25.0,12.0,0,44.0,0,0,0,0,0,80202.0
0,36.0,27.0,22.0,0,60.0,1,1,0,0,0,67021.0
0,40.0,0.0,18.0,0,27.0,0,1,0,0,1,32676.0
0,50.0,13.0,12.0,0,30.0,1,1,0,0,0,89368.0
0,32.0,10.0,10.0,0,45.0,0,0,0,1,0,38928.0
1,50.0,15.0,8.0,0,44.0,0,0,0,0,0,141312.0
0,42.0,4.0,16.0,0,22.0,0,0,0,0,1,19968.0
0,40.0,8.0,14.0,0,32.0,1,0,0,0,0,42393.0
0,40.0,4.0,22.0,0,28.0,0,0,1,0,0,45830.0
0,40.0,7.0,16.0,1,29.0,0,0,0,0,0,77832.0
0,40.0,3.0,8.0,0,33.0,0,0,0,0,0,66453.0
0,50.0,6.0,14.0,0,28.0,1,0,0,0,0,58368.0
0,40.0,0.0,14.0,0,26.0,0,0,1,0,0,19452.0
0,40.0,15.0,10.0,0,41.0,1,0,0,0,0,180963.0
1,50.0,3.0,18.0,0,28.0,0,0,0,0,1,41247.0
0,38.0,3.0,12.0,0,21.0,0,1,1,0,0,58433.0
0,40.0,1.0,11.0,0,23.0,0,0,0,0,0,40860.0
0,38.0,7.477815699658703,12.0,0,28.0,0,1,0,0,1,54049.0
0,50.0,20.0,12.0,0,34.0,1,1,0,0,0,97288.0
0,40.0,3.0,17.0,0,25.0,0,0,0,0,0,49620.0
0,40.0,10.0,14.0,0,31.0,1,0,0,0,0,75619.0
0,30.0,6.0,13.0,0,29.0,0,0,0,0,0,48644.0
0,40.0,5.0,15.0,0,26.0,1,0,0,0,0,43992.0
0,50.0,14.0,10.0,1,44.0,1,1,0,0,0,88976.0
0,8.0,1.0,19.0,0,28.0,0,0,0,0,0,42418.0
1,42.0,2.0,20.0,0,26.0,0,0,0,0,0,63016.0
1,45.0,6.0,16.0,0,30.0,0,0,0,0,1,64859.0
0,40.0,10.0,16.0,0,42.0,1,0,0,0,0,47563.0
1,41.0,4.0,11.0,0,24.0,1,1,0,0,0,27888.0
0,40.0,8.0,12.0,1,31.0,0,0,0,0,0,61188.0
0,39.0,4.0,17.0,0,22.0,1,0,0,0,0,54996.0
1,40.0,10.0,13.0,0,34.0,1,1,0,0,0,97389.0
0,40.0,1.0,10.0,0,23.0,1,0,0,0,0,51030.0
0,40.0,9.0,14.0,0,32.0,0,0,0,0,0,86478.0
0,37.0,6.0,9.0,0,26.0,0,0,0,0,0,104678.0
0,35.0,2.0,17.0,0,21.0,0,0,0,0,0,11004.0
0,37.0,8.0,24.0,0,40.0,0,0,0,0,0,64859.0
0,45.0,18.0,9.0,1,42.0,0,0,0,0,0,54996.0
0,37.5,7.0,14.0,0,24.0,0,1,0,0,0,32712.0
0,35.0,7.0,28.0,0,34.0,1,0,0,0,0,50376.0
0,40.0,25.0,5.0,1,39.0,1,0,0,0,0,82434.0
0,40.0,18.0,16.0,0,38.0,0,0,0,0,0,143516.0
0,45.0,7.0,17.0,0,26.0,1,0,0,0,0,42624.0
