ConvertedComp,Prediction
56211.0,99591.90406969073
64859.0,47521.070251696096
129250.0,94909.47495437998
90758.0,58318.756187161336
49160.0,59130.99661589661
32676.0,47414.521139293945
64859.0,65830.89194003244
45396.0,83572.50311110647
75669.0,83095.91553802285
70264.0,65580.84509837905
60752.0,60538.77319186354
75669.0,64907.828129321475
99991.0,75945.27248377801
59454.0,63681.35364784671
30612.0,47125.73325110097
46704.0,61597.11177423797
95126.0,63514.64826447857
42804.0,49302.888929487126
69800.0,71013.81234466011
75669.0,60557.136013609714
35028.0,40459.53096242308
60535.0,62205.08401712718
51888.0,53544.48410653381
67021.0,77509.44750900428
80424.0,76911.79147856677
25944.0,48536.57619334755
44100.0,61702.10047376332
12972.0,53265.626524012114
72636.0,68676.70321401944
35676.0,66997.09027533607
88640.0,60160.94457708153
59454.0,77727.06674605218
162150.0,76527.37036757122
51888.0,55530.234539825346
87559.0,84521.410344023
37620.0,66236.61705150409
84316.0,58808.24807209215
50806.0,50913.57050732102
97288.0,79974.25917822795
72426.0,87650.90462711858
43239.0,80808.54694736455
49716.0,64225.870429359726
129718.0,91243.89890521523
73507.0,82255.59631877454
197300.0,75242.42253088404
23208.0,47453.556252603674
60535.0,72083.78315005511
58167.0,97032.42209750933
20112.0,52253.49141506657
70264.0,55948.096546009474
35546.0,48480.197831235586
48644.0,62145.909409470536
47563.0,53939.01831135508
103408.0,52980.762786344145
73507.0,58503.550595631015
33732.0,52715.86620713246
34591.0,48991.10003535495
61398.0,56235.24687219316
180963.0,86971.06329497376
64860.0,81032.99492092409
96945.0,66931.86691601163
42656.0,48933.74699221968
38349.0,58292.81278590436
25944.0,54061.12985064245
38916.0,57380.93412385515
32424.0,37011.95302721741
37620.0,62503.8509835751
56211.0,73521.21262911183
29832.0,60088.19545314532
31022.0,65059.000718173396
58167.0,87529.46554921051
64859.0,66339.59408337876
14916.0,66533.52688012822
59454.0,64278.74927110002
42804.0,61295.20798379597
29460.0,56911.37687979632
41640.0,51630.8948651225
108098.0,58772.77552813202
18917.0,39474.459981626605
28105.0,54489.59584707271
22056.0,70814.35418504145
41077.0,51178.13457353445
68507.0,61383.84584674007
45396.0,98093.90874718125
62697.0,90897.18188446983
64052.0,65049.58555655527
58368.0,69334.18129088591
66156.0,69491.96036641402
59454.0,66096.23399879587
75669.0,60348.99794631909
64859.0,67379.9913980798
56211.0,51348.63696262693
51888.0,58409.71452183295
38916.0,57305.374205401866
121070.0,70959.32481455109
92964.0,66990.1947025452
22701.0,57631.69811858973
5832.0,26926.00832130546
45401.0,52340.96520586082
45180.0,73584.39224727984
105000.0,89834.53590648467
84019.0,74442.15918877265
54049.0,51110.97727763656
41508.0,65794.96576970622
33732.0,50084.64087922139
81074.0,64754.180239744965
43239.0,62898.05729434377
64860.0,60742.74569118085
56700.0,51391.35965442653
67452.0,64055.73501842206
58167.0,61036.43452399034
64860.0,57940.92757237933
51789.0,51874.08392230049
43948.0,80260.93557985654
29083.0,47124.27924007142
27240.0,72401.73472872424
87896.0,56964.37959938814
108098.0,62649.05565501556
51704.0,67489.44215688836
64860.0,58082.258601274094
61620.0,63448.176264154485
51888.0,54044.49461124987
51840.0,57688.11472040044
37485.0,51654.61636498141
129700.0,57204.98418103072
56724.0,52108.78218412612
37059.0,53239.615602667756
103408.0,103569.97581856891
87896.0,68611.46803686958
37942.0,54795.525773283654
70264.0,55630.024044743936
59454.0,55548.73814544051
48472.0,68387.97125340902
48000.0,55808.25873815476
46536.0,59001.58034782104
73507.0,51048.08542329112
68068.0,44232.2400302275
63564.0,58426.96981272578
45396.0,63175.173646716656
53184.0,79929.92396823264
34591.0,49470.6701673231
35676.0,97499.36570687436
50806.0,48083.52224754287
42804.0,53541.34836570485
15564.0,57960.35604714985
180963.0,78552.89750791593
67452.0,48962.38931333224
68102.0,59304.76494683056
41597.0,56252.26510591702
54289.0,63979.110250123544
60505.0,59704.691699284216
25944.0,51363.33184564906
60972.0,73581.59856126072
66156.0,68801.18204098691
81720.0,61741.236489151874
43452.0,61857.73801281455
77832.0,59558.33214782102
38916.0,56253.18894657268
102693.0,55046.63520714954
60505.0,67130.87531443143
54289.0,51927.12351648541
50806.0,74952.06530651858
45241.0,60959.87690278168
35547.0,43680.01911566398
38915.0,49792.37008881648
32424.0,51560.804593186855
67021.0,53781.11584523288
49944.0,52259.145654208696
81074.0,65200.22279757791
91883.0,63068.031952836805
60972.0,58798.497346534394
89181.0,65036.67063639319
33078.0,59752.90124672414
35395.0,46629.90121011273
64859.0,71146.17222126458
25944.0,55093.64480600833
32424.0,51625.26371143668
54289.0,108263.2216181684
20760.0,51272.0321646149
135722.0,45885.00866337421
140000.0,62120.91149990236
63778.0,66838.9046441363
28760.0,45299.419099339895
56914.0,82727.48882018661
67021.0,91339.22869009124
19452.0,38515.662855665265
90482.0,55345.14588401185
91883.0,69540.34094125887
60505.0,47476.50880050379
35028.0,45440.82070420193
42156.0,58693.690772766764
43239.0,69344.4065223843
64859.0,81805.19524941544
27888.0,62572.10288438426
36324.0,49545.53274181159
45241.0,62257.30027675951
65043.0,64127.39508835384
70264.0,64300.941498973436
70264.0,69315.0480919589
45241.0,56227.2719105691
31128.0,54675.55890312705
19452.0,28297.090273797323
96945.0,63026.88426979757
60535.0,74716.2167375197
44969.0,56739.95749613104
19728.0,46775.20728244193
176200.0,89605.85656436732
36193.0,54646.74532928899
36324.0,46117.96863389053
48000.0,73212.3517991312
59454.0,60382.316309970556
85397.0,79608.45988562568
33607.0,75881.6562699572
62697.0,39605.39475161807
54455.0,63080.572880870866
64859.0,54658.083360843586
64859.0,43879.53148214987
109871.0,64602.40674402612
64859.0,60448.56121004067
82656.0,129480.03239711645
62366.0,57185.08509720727
47180.0,52899.32094061255
135123.0,70978.69768984866
48648.0,59714.51037511094
11676.0,35195.676829446194
102102.0,74772.81791195125
32315.0,52901.47038493515
129718.0,61635.985176633774
97284.0,69330.14464577727
48644.0,26396.305308725783
41748.0,89276.58172689218
108098.0,61778.77044187868
49944.0,57305.374205401866
64287.0,107782.13795815948
52996.0,65687.72122401102
64860.0,41915.15581099834
103408.0,98922.30761548039
37212.0,88056.89009339103
77832.0,70104.12590325339
43428.0,77986.72508538261
45379.0,70181.43547235381
70264.0,63500.56182711983
49296.0,62885.5532409028
87559.0,66066.2211036556
33732.0,60119.373979246084
72426.0,55239.63593740829
51704.0,73924.88026194903
15564.0,48581.59598512618
54030.0,27243.668417114488
81074.0,63361.99739917416
102693.0,63161.98370179423
55776.0,62172.27680868884
56172.0,61270.489587887816
51704.0,82876.65245872845
55130.0,66894.3651308527
38916.0,48685.99037875789
43239.0,73933.26876198755
67215.0,49670.608543881826
99108.0,68039.79548583896
64859.0,44488.57178749996
33732.0,58931.341063619635
29832.0,50808.72488390317
34591.0,25986.489755119317
54049.0,60467.68620627549
81074.0,67693.44175459836
45241.0,54764.19676607115
79413.0,76033.74774732998
64630.0,76001.1148245188
90758.0,60004.53168058184
75669.0,57351.864398884936
84019.0,52512.57773485921
67452.0,60843.69456502183
186132.0,68789.63547491035
69581.0,81395.44982113506
43386.0,53809.62206379709
142185.0,91966.45044831763
64859.0,52877.9567818744
33607.0,28198.460307243866
68068.0,87900.69184558351
131198.0,67724.7026095315
140527.0,96391.6959964531
51888.0,44858.02101146298
45241.0,62276.43603628827
64859.0,62621.30350352239
147013.0,86529.56347668699
54049.0,47094.60677430025
45241.0,60559.64821617734
51704.0,48395.167879643675
32676.0,49112.87906164407
111341.0,93699.86732321723
45396.0,87704.32473110448
70264.0,67779.0911645633
81074.0,74556.589671407
75660.0,54558.00024110511
16860.0,29355.237127042477
58167.0,66017.605859601
47736.0,55308.36256947866
79495.0,89612.78773360349
45396.0,46624.79765190896
14268.0,65956.28028554814
36780.0,44050.59861862066
43848.0,48796.44187377327
51887.0,59974.67867622785
31776.0,54503.29185747186
67561.0,48053.24795383342
42418.0,25017.42773822035
41363.0,49519.22416995057
45241.0,59766.1388284574
58373.0,55541.20721485204
48644.0,48447.92701337623
32315.0,43038.918734784165
42656.0,47925.07341924134
54455.0,53201.684325461174
14219.0,70706.70057098698
108098.0,79676.61816581138
75631.0,66668.58355740902
68748.0,90490.58259807792
34034.0,68054.97069376195
31759.0,54799.8403374362
109665.0,97737.15875703734
58368.0,56536.435360028474
46704.0,51242.91569544284
51887.0,52569.872900675386
11028.0,49608.10341094626
39424.0,47168.350892717914
51704.0,87060.27036240208
41052.0,51630.3715905231
33732.0,54091.63836292048
56211.0,60870.951276014996
103776.0,88077.33122992133
45942.0,52756.05314458504
46533.0,53884.72444837019
32315.0,56145.58868678591
121010.0,68261.86716268651
59454.0,55318.06690926543
132355.0,89297.30550146494
55582.0,81875.84607250194
56874.0,48536.24807397437
79128.0,77162.56703135415
59454.0,67970.76307012975
58167.0,50645.52930338143
31020.0,63125.27852182848
29197.0,47695.04797096398
32429.0,62809.77063482577
51888.0,51826.76565968214
44320.0,61070.08593658034
86478.0,94796.76098748774
48644.0,54842.22376048455
45401.0,64528.589488903184
86478.0,83231.04576950714
54049.0,50167.29884640286
77556.0,112384.69096956943
197172.0,75358.14607741639
73507.0,58063.53087364119
54049.0,54725.69056931502
38916.0,68333.58269837721
47563.0,48105.05180800923
52968.0,53111.61482103183
63778.0,64969.39194024692
48384.0,54092.44835757408
38778.0,52432.5100076989
168037.0,103041.79881468107
54480.0,83368.86722839053
35672.0,56147.696481323575
86004.0,113904.77472358999
43239.0,99138.02168313031
56874.0,79319.58772253184
73507.0,54234.42362816539
55194.0,77843.35608373123
62045.0,98322.65989964391
64859.0,59593.885348021795
54049.0,93397.96353277522
40070.0,60737.25189386366
35028.0,54804.454279491
58373.0,76448.71549901694
42804.0,49190.439199378816
48644.0,77840.09712296334
9084.0,36915.31708442622
94359.0,47209.24470829142
86976.0,70027.30501848832
86478.0,63618.25619815077
70264.0,62502.65211815907
77556.0,81096.19094094947
25944.0,38921.45386811891
129718.0,83457.70248399295
139918.0,106556.92032037656
34034.0,62987.83983999684
44748.0,56359.16416792498
9681.0,58993.06480577088
78657.0,73428.89199369433
86976.0,93876.97488390184
54049.0,56993.85588003
90758.0,72195.54871309789
58368.0,53201.224731054564
44724.0,55965.87601746984
161550.0,87413.85870986423
140527.0,90423.23962639041
68068.0,64580.46391904627
168037.0,113462.33687355241
58368.0,27468.548860957915
49119.0,53339.92630991765
90482.0,64745.63055466035
48644.0,54240.02031669464
86220.0,68972.17693173989
45396.0,57818.263151662664
68102.0,61763.793887629334
128573.0,51658.84093449421
105884.0,58763.63352628703
82155.0,89774.96719317378
38778.0,51294.36383552708
69800.0,64526.964450468724
86976.0,52162.77363999875
60505.0,63040.05609962917
173952.0,80118.33990774857
70264.0,57937.43394240168
7788.0,28238.385082344867
25944.0,81035.81320031031
34900.0,60637.54999562562
64980.0,72002.58485743223
75669.0,64956.2091548075
36753.0,45785.72237414951
54049.0,54456.36594915875
86478.0,55583.13669093914
35132.0,66741.94392673118
46482.0,58204.611518613056
37834.0,53083.244377718795
48768.0,62803.6989897147
44917.0,53969.61875923737
32424.0,42347.856726018326
58167.0,49438.60003309487
40070.0,49274.7415982334
51888.0,46944.07010175564
54289.0,64681.87269791356
75240.0,101516.14959787561
43948.0,63848.44445290207
58167.0,53696.09260248281
59047.0,59284.6295939391
19389.0,48752.088099258384
65470.0,60610.425395819286
38916.0,65829.55249036344
67525.0,62345.435691192426
82726.0,49661.015073237955
38778.0,46486.04892349249
129718.0,94564.87906807124
155111.0,67365.81515665099
151337.0,64964.910889988605
77556.0,87238.51177707546
51704.0,44513.67459817048
84019.0,68745.42984608981
108098.0,62344.257501796186
70264.0,68505.56316616396
58167.0,50616.77027508279
77556.0,77107.78034866344
41077.0,57475.45413939814
47563.0,51030.6949702701
64630.0,109257.0172121399
60505.0,86342.18328419619
62045.0,102043.31078119377
41597.0,54804.912845397914
45241.0,55011.32528007147
74324.0,55551.61149859731
43452.0,54588.20162342988
40717.0,58168.66550440702
35028.0,52049.555790342354
105884.0,92004.07576131169
64860.0,57736.98509127737
101800.0,86098.6279820121
32424.0,101780.03924041655
70264.0,57020.004977594195
34034.0,56025.79392719934
68068.0,63696.541601329045
61616.0,53125.29990671456
75669.0,83183.99195993449
36324.0,62921.06956651049
51888.0,60865.732156165235
69203.0,80161.67624531184
155111.0,63620.55313518419
37485.0,60505.21453453801
81074.0,93899.78844374209
43110.0,50472.50558300603
56723.0,64461.55824591396
113447.0,114074.75267234234
90758.0,56430.66260050967
149941.0,60028.13175903441
121010.0,54190.12686439818
67312.0,56173.85809893557
34034.0,56088.40884611267
9076.0,30137.92368243059
54.0,83857.21683099009
108098.0,108172.77020803046
48644.0,51098.237873779064
189078.0,57226.00213685519
121010.0,93188.33834209396
48900.0,71398.8212619415
27240.0,46473.266617406836
45396.0,59543.01274817669
51888.0,53326.62171833556
51888.0,100408.78603519918
71340.0,105083.96980868693
91883.0,71200.56077629639
49119.0,59622.66642069119
44100.0,44221.31485477061
72966.0,66344.46919868216
38915.0,51700.73214492689
59454.0,70822.12020076599
36324.0,73510.80834536655
31128.0,49878.54917911741
34900.0,64695.41912070995
23782.0,23766.316803988946
37620.0,44739.89494232408
38916.0,60768.14527154525
6480.0,33329.36076051997
129718.0,70214.24830525642
63983.0,61903.1697264043
84316.0,59005.99689721753
32424.0,62287.029635685314
51704.0,65999.10225398582
71601.0,73008.50090361707
131844.0,103818.52079741696
55582.0,95523.84635486608
44100.0,60773.7552999735
112456.0,64107.60922324455
81863.0,75390.99916631912
75631.0,62438.95894440021
75669.0,75425.42064819374
118908.0,77314.90042524032
77556.0,51242.869534992446
101346.0,86246.61257190976
75631.0,73185.07326908788
81074.0,60070.158478888225
64860.0,64724.344491424854
162147.0,89748.66796954504
54049.0,63619.65223090452
84019.0,51610.53741913789
38915.0,59645.448049466584
54049.0,59430.97166404785
41077.0,82743.30596502243
54289.0,63468.97811528878
23008.0,47702.557891931894
113503.0,70291.90101984625
49160.0,50552.26929569034
90758.0,76225.46657712922
62018.0,70525.96297951821
58032.0,60814.999149296455
65239.0,86609.78241448036
31539.0,55271.20267125485
27924.0,55674.60063279084
122796.0,58345.406614216176
121010.0,87258.46036979974
48644.0,58246.07926463315
84019.0,61146.08111156703
28437.0,49062.74717013551
107775.0,53716.53297523072
45241.0,50808.95816205162
39088.0,45178.26524609127
54480.0,57471.20861740658
47563.0,59618.38633075403
84312.0,58395.70895779264
44595.0,60766.37697107942
45379.0,52403.7289350295
64860.0,66934.18110907891
11345.0,45814.65699286937
23782.0,45662.759969315404
54049.0,50322.2345869895
129718.0,72695.48909248786
40212.0,56076.22357750476
24384.0,49321.49065112253
31128.0,52003.048340825415
109871.0,83749.6605565966
51704.0,57399.56148262602
40860.0,51672.19245030909
45241.0,51621.6184851451
97288.0,87426.04397847215
54049.0,72632.3798249665
50592.0,68725.73974742951
51057.0,51437.46060414967
75669.0,74011.00713352139
27025.0,64761.595619869906
63564.0,59563.61105431234
38915.0,57247.55566219726
25944.0,56031.55835427759
145932.0,85015.51495658504
70264.0,70609.57503089127
41363.0,54783.86737960435
118908.0,69373.86468793532
91883.0,89431.26927230519
151263.0,72146.51217968781
25944.0,47200.204064411424
12972.0,67652.59223503781
50184.0,53095.490887753855
30376.0,45656.65379532353
79413.0,56492.2828473956
59454.0,68939.38274865596
154536.0,69373.05469328171
55130.0,57979.489471397435
67215.0,45953.64709933744
37816.0,49304.791769925105
121010.0,65502.12658801991
105884.0,64944.343925870235
81074.0,78050.83144421806
54455.0,46744.77843730157
52942.0,52070.391312512926
27228.0,63508.89054099715
104700.0,53985.11366603519
50196.0,45865.692844537494
94539.0,90716.87306755761
70264.0,52535.26656145894
64287.0,59401.31885623263
30480.0,59445.21860613976
98321.0,74227.83683944229
83194.0,62716.18121352716
58236.0,51772.107401907924
76.0,60702.131699887046
68068.0,55065.98523137022
54049.0,53319.500585554444
54049.0,73334.69610220159
64630.0,63852.873599990024
145932.0,60267.14369513098
27240.0,29401.985954611027
45396.0,56216.441453805375
86478.0,69799.48152140506
92964.0,58712.38860688016
37834.0,48297.84486159056
55716.0,62491.27657948745
10380.0,34143.95013652392
59676.0,47234.29317330928
58373.0,48387.752048877555
22056.0,32348.22326099086
44320.0,44783.607540081146
51888.0,48270.93931462677
52968.0,53326.62171833556
37800.0,52969.38702235193
88640.0,66282.45822809881
64859.0,88535.23610083314
70264.0,55431.91733046988
39780.0,59162.983554721075
27444.0,45020.03477532171
54049.0,47990.14473965172
45396.0,68785.46301217133
69183.0,74249.8747834725
77831.0,61860.45366566187
48644.0,58280.123937496544
25944.0,120578.43465337018
83236.0,72122.87396562682
29832.0,46912.04026976184
172957.0,65135.67351190955
59454.0,50809.80448139513
77556.0,65007.01756386067
86478.0,61645.205996534954
19452.0,39302.38427529008
155111.0,85447.69624090876
58167.0,84366.34169414993
36193.0,78523.84647337357
38778.0,56531.31454579084
116333.0,84354.21061204684
27144.0,49503.18151203569
54480.0,66187.37601463552
45241.0,64482.02672620546
64630.0,55761.79959491374
84019.0,59050.222321235065
51888.0,55877.72761947077
62697.0,63970.129819170994
71093.0,73386.5970363835
73507.0,65121.33325981386
46536.0,60785.34607676392
45250.0,61515.49890110146
64859.0,61888.54411086374
79882.0,71743.36144598827
58167.0,78051.88259160267
194580.0,91989.7618744694
64860.0,85648.46378003912
129718.0,112789.3371605287
86478.0,104827.12834063127
77831.0,82501.54672867771
70264.0,70569.89163384186
67021.0,65865.36777034016
82726.0,84500.47305441464
59454.0,50203.60779378084
49725.0,71834.00525805664
67215.0,64964.19292621385
84019.0,66975.36246315442
45401.0,56615.26365636538
75631.0,85988.7403270035
38800.0,72282.8347540021
51704.0,66947.5318611114
64859.0,66817.5833876263
68102.0,90476.9282374637
31128.0,53416.88679477124
45241.0,54500.68384724234
40301.0,57943.73057488945
81074.0,84968.68972503017
73678.0,62292.21226956878
43239.0,50687.109010436405
46698.0,54791.74101556632
58368.0,83386.59197979733
62268.0,57447.39135109868
54049.0,62843.55341416902
58167.0,43459.124063772695
37834.0,69488.82462558505
19656.0,46474.06710088254
47826.0,45960.31561127108
45396.0,55993.76201387862
24648.0,58985.844062971606
64860.0,69191.42755195807
43239.0,57120.57979693219
48648.0,47537.76868225235
71093.0,93817.84767655299
83194.0,58161.148139038145
56723.0,52956.4567958925
58373.0,71144.57608724665
90758.0,60925.924347073356
77832.0,56630.79366465755
35900.0,62283.52319167651
30480.0,61133.764250885295
25944.0,129020.34953114632
77831.0,68492.07983295467
75669.0,70308.10556386235
15564.0,31620.110055601413
56723.0,78995.66705250395
21620.0,78253.16127688736
51888.0,44073.76717059563
28750.0,45251.872258703756
168037.0,68951.7626989248
75669.0,52153.6643389966
63528.0,79081.3868984147
151337.0,108076.91173192143
129718.0,87855.05857098682
59459.0,94151.6863955842
36324.0,55949.43599567847
61616.0,60474.44780289231
38778.0,62180.61750861032
47567.0,110526.36284172829
71850.0,57169.34881235785
64859.0,57508.94774057276
79413.0,88481.90064292245
34254.0,53752.26902066182
64859.0,72254.59519557777
59454.0,71461.597791144
86478.0,69127.50785960152
52932.0,64906.04160529366
81074.0,71429.72835251958
155664.0,110646.71147184711
38916.0,48236.081322398444
99530.0,55767.760072003904
37834.0,43594.345740823344
35672.0,49323.168558849226
38778.0,49595.148994290576
64630.0,66723.39611040216
41508.0,47467.2962483961
41508.0,58566.44244997645
104855.0,77986.02678761557
77832.0,96949.51425504808
34591.0,52263.355393499165
49296.0,59989.304291768414
53184.0,56487.004846872405
35028.0,45616.038672741
38915.0,49010.98730135299
47050.0,57606.050546606486
46891.0,58447.673330033664
10896.0,75129.04602619361
36324.0,53411.734930291546
55776.0,77411.98107613888
74970.0,57206.11464553658
70264.0,105035.13066793517
78657.0,92052.91512738403
18156.0,39777.98881050308
34591.0,48000.64038366424
80000.0,75256.86335145775
47563.0,71765.78920212844
180963.0,82309.55390261782
38916.0,58115.51486444145
79452.0,62490.41966060106
59454.0,51002.16339576887
39328.0,57330.01686311078
63564.0,62872.31128574511
49160.0,87045.28170050815
45241.0,55762.46154695333
71129.0,84675.57114793952
52942.0,55424.329669119725
68102.0,69565.3121214676
116333.0,82425.11813861395
34050.0,94658.32387072916
45396.0,60856.5961123853
41077.0,50465.434207427454
65940.0,58884.34392383707
77556.0,45711.92133904631
64859.0,84657.47972246028
54480.0,77522.0632932465
64859.0,74897.32287885153
29730.0,48648.93895681369
40212.0,51264.55481656638
12972.0,58682.38535942123
55582.0,79128.93373905082
41600.0,54240.664558391174
77556.0,67232.85798434856
33732.0,39578.58604252671
52968.0,52842.538238495225
64630.0,83898.52504115336
41077.0,63201.82750127185
57072.0,69359.97479905435
45396.0,57870.79091467268
120211.0,105026.0919737917
32315.0,49081.60648984224
34591.0,38917.29261201003
77556.0,96799.10928285749
130000.0,71515.73676543203
33607.0,48551.32169141673
60505.0,48673.53463159284
136136.0,98959.38576678399
49296.0,68801.63240420162
86472.0,83488.61243885593
46482.0,49904.530132781096
51888.0,53946.52757682081
64860.0,52345.03839196177
48644.0,53112.93000608541
51888.0,66891.1411496068
57292.0,61133.99892009506
61620.0,70622.39646047588
81074.0,58355.99589254431
64860.0,64518.38259781623
64860.0,64371.29316947828
63816.0,62600.28446453278
23352.0,47032.549621691636
57072.0,63714.653896407355
81074.0,58923.971618624506
93067.0,57293.82763932532
19452.0,51488.861594680544
32150.0,94062.44458431013
64630.0,43466.902200431825
60505.0,59672.138583632186
56874.0,66290.97103859033
34900.0,64604.95308395311
97284.0,58107.85788094431
18400.0,32182.320673396578
45396.0,48060.25503210497
54480.0,68073.69756233787
114575.0,50510.91371065309
39254.0,54953.27126447798
52704.0,66871.03647043287
30252.0,45193.88814875658
43180.0,55925.20663453375
65424.0,58739.76064301626
72522.0,83780.87742613645
35376.0,76364.04046341701
79740.0,76472.86648739647
83972.0,68062.68851672787
38169.0,94332.99714865473
74474.0,59845.65782229225
41871.0,80672.01850806939
27492.0,77067.56780973985
45830.0,49126.774489690186
32712.0,96316.92560149464
27492.0,23663.855029386144
65424.0,79563.5068005546
36642.0,52986.30980024649
31403.0,62743.003858879594
99240.0,58173.9872305509
41244.0,52737.240010762536
53437.0,56997.34951000765
40101.0,64890.901762023736
19627.0,51514.499031725
85051.0,71011.35369671276
45830.0,53318.48348024758
71966.0,52239.06317060946
78508.0,75109.80750745359
64788.0,53233.95108856535
71758.0,75079.04906657962
68745.0,79508.80300128063
80155.0,60239.001364389675
35329.0,47035.352624201754
36664.0,50863.22066417476
64162.0,68830.31676097093
85931.0,66105.93416890393
52339.0,60105.1309154367
99444.0,58115.55884983473
53437.0,55739.624623074174
81780.0,69410.10611522592
196250.0,83793.12393617151
97389.0,60128.85673617825
57287.0,55647.04967445385
160405.0,80310.99712071841
62807.0,65525.991268598504
20628.0,75412.03380556393
85931.0,81698.23958134161
41871.0,48103.18539152317
52339.0,50171.11813300101
82494.0,57898.89535275708
48413.0,56481.54813550601
48120.0,64266.61047356219
47160.0,53947.93520207937
19608.0,47693.46380275298
45803.0,40931.44740327703
72182.0,92157.02393225027
41247.0,103303.1469076633
25684.0,72805.97275507112
27492.0,51516.52116931865
63240.0,49502.464259692475
27492.0,65859.08430950667
27492.0,37908.444679847096
76339.0,73104.51016129283
57287.0,63117.14934623325
27492.0,45346.392048926165
63016.0,57475.1214010793
91660.0,71636.36490921088
63600.0,66963.11595311937
32081.0,47470.891210634174
57312.0,82680.26421758845
57636.0,71489.12798816212
81348.0,83132.24201106504
98135.0,71040.67390623062
8020.0,30073.669302018672
30252.0,56470.49469975494
91593.0,65632.19038664796
47100.0,56107.197815172716
13752.0,31065.53897934565
27492.0,30098.320177839443
71376.0,49761.26876974016
31403.0,50054.83186026069
45797.0,48795.17146626525
104678.0,89324.10755790776
33000.0,52658.90115393684
57287.0,46259.363304590144
48924.0,55474.50848486107
30936.0,48279.692194684176
41247.0,58913.755618318
68745.0,70728.54995346541
68745.0,66134.88626897824
76339.0,84683.01071826075
104678.0,96866.84740396764
95518.0,84224.65841806069
64888.0,52975.861305787344
27478.0,69582.25649309176
91660.0,51188.62999222638
51559.0,45241.686268957164
27492.0,52011.16491872916
164988.0,93835.89271626124
114575.0,85019.02475191701
43246.0,49575.02035024094
114575.0,70282.06057751112
111220.0,86001.67360934279
78508.0,70872.96384654795
86359.0,63060.23998411714
73274.0,83350.19259537045
82494.0,53885.329700281785
103117.0,79303.10862565643
128249.0,109129.55555665753
34368.0,52515.48465571346
52590.0,53057.95693502705
45830.0,47823.96255309832
23553.0,46779.440986608104
80202.0,54105.69714215473
48093.0,58251.413215473825
42624.0,47639.97569950782
59579.0,67189.81211921375
65424.0,50083.37155487848
35748.0,63545.3282548027
61071.0,55318.33262871726
34368.0,59937.983193695814
148947.0,78957.02339659016
52248.0,67229.59358537222
72182.0,60882.326814686625
121650.0,70507.65222035814
76992.0,62010.60815058132
91660.0,88122.94053964232
32712.0,64207.7235269391
7634.0,68027.26235853872
64115.0,53868.382957511516
104678.0,52698.58455098624
145740.0,56152.79892220153
85931.0,46387.27211973041
103117.0,50803.338622445466
39254.0,57739.85614468122
27492.0,52987.64924991549
58881.0,60552.12470767841
58433.0,62819.16775657972
73284.0,89092.314059919
40101.0,66064.5345984734
56264.0,82133.46643907574
58892.0,47243.04605336669
65424.0,65059.91389062342
50376.0,52449.67416364507
54996.0,48016.382141603266
61872.0,44922.549055087424
120304.0,67516.16276176104
28650.0,53962.64036006177
5496.0,38549.78621345792
32316.0,50589.81040790016
51559.0,51993.81052960768
15696.0,75804.87452673081
37128.0,57953.0423044167
34368.0,61931.47723476566
41247.0,64987.94006719565
57287.0,62526.70273767659
148947.0,119719.65202091658
6192.0,25278.48200910182
32712.0,48402.0761622652
85394.0,78617.88556429424
41244.0,53570.27761470227
20628.0,61307.51405515201
70658.0,76906.84150214214
122142.0,60773.33401061803
61870.0,57489.75620841502
128324.0,91097.83742316859
49722.0,46127.936321983005
46451.0,74376.47300715727
28188.0,58194.27736019387
63016.0,74555.69598620772
67178.0,68355.15353563099
65424.0,51163.49030696276
65424.0,50521.23061303841
126032.0,37528.546606943426
96240.0,46086.330700315804
63016.0,51282.83959465959
52339.0,65458.99824651679
81682.0,59702.58390474654
68745.0,78296.6514075875
51030.0,48919.593710147965
54864.0,55611.235075683886
57287.0,62736.43591048545
40101.0,62822.154795212824
58881.0,63004.97249505978
48857.0,49618.5150053785
41244.0,53835.15283427697
48121.0,40146.01220499436
39696.0,64476.497557763585
12372.0,37964.45804799278
32081.0,76858.49197753936
41244.0,55986.470161588804
64162.0,53063.09154347289
52339.0,79638.14163725416
40101.0,49060.83382941666
48120.0,62415.624434195524
91660.0,92618.33183665485
52548.0,50542.651557203666
35748.0,50589.97427582207
43538.0,55365.5687754053
103117.0,73074.06484017847
120304.0,63293.190874645516
43538.0,58436.207623943505
89.0,93706.9973398973
143516.0,74187.5139366824
23553.0,69475.37148356084
39254.0,31505.676548828473
16500.0,29433.714259350025
131988.0,90168.53209280522
59006.0,79264.71775404323
51559.0,63632.79964521925
13752.0,39841.59894921846
66453.0,86137.2140712265
34356.0,73790.72292505772
48120.0,49300.923236362985
35721.0,50829.467625375415
102112.0,50393.80432868076
45372.0,65991.61847295072
85931.0,67463.29748524034
51564.0,48515.92658346965
61872.0,55083.50609051093
52339.0,63701.48229189634
57287.0,50054.66083285577
91660.0,85009.47119369698
91606.0,61868.484941576535
18188.0,56602.33125484885
64115.0,58889.44748204085
114575.0,75787.29796532812
16500.0,38159.00318202021
127576.0,73291.07030949034
45864.0,45105.66087591315
75237.0,63434.350876135366
43920.0,50015.74127000957
61872.0,53398.53696052713
85931.0,66064.35468716953
34368.0,52961.92644241014
57744.0,80141.86864645148
27492.0,47723.200701361384
77911.0,67488.73394019784
109992.0,55356.17142833077
