ConvertedComp,JobSat,UndergradMajor
63975.9725166863,3.8260698861405573,CS
65045.863753213365,3.814910025706941,Engineering
60552.29918032787,3.901639344262295,IT
60317.147572815535,3.8368932038834953,Other
66346.17002881844,3.7780979827089336,PureMaths
75345.73076923077,3.8461538461538463,SGA
